index,course,req_type,requisite,object_tree,json_tree
833,"CEGL380",2,"Corequisite(s): CEGL 381","["CEGL 381"]","{"corequisites": "CEGL 381"}"
834,"CEGL381",2,"Corequisite(s): CEGL 380","["CEGL 380"]","{"corequisites": "CEGL 380"}"
835,"CEGL382",2,"Corequisite(s): CEGL 383","["CEGL 383"]","{"corequisites": "CEGL 383"}"
836,"CEGL383",2,"Corequisite(s): CEGL 382","["CEGL 382"]","{"corequisites": "CEGL 382"}"
837,"CEGL390",2,"Corequisite(s): CEGL 391","["CEGL 391"]","{"corequisites": "CEGL 391"}"
838,"CEGL391",2,"Corequisite(s): CEGL 390","["CEGL 390"]","{"corequisites": "CEGL 390"}"
839,"CEGL392",2,"Corequisite(s): CEGL 393","["CEGL 393"]","{"corequisites": "CEGL 393"}"
840,"CEGL393",2,"Corequisite(s): CEGL 392","["CEGL 392"]","{"corequisites": "CEGL 392"}"
841,"CEGL413",1,"Prerequisite(s): CEGL 355 or Entrance Placement Test or Permission of the Director","["CEGL 355"]","{"prerequisites": "CEGL 355"}"
843,"CEGL415",2,"Corequisite: CEGL 416.","["CEGL 416"]","{"corequisites": "CEGL 416"}"
845,"CEGL416",2,"Corequisite: CEGL 415.","["CEGL 415"]","{"corequisites": "CEGL 415"}"
846,"CEGL423",1,"Prerequisite(s): CEGL 413 or Entrance Placement Test or Permission of the Director","["CEGL 413"]","{"prerequisites": "CEGL 413"}"
848,"CENG221D2",1,"Prerequisite: CENG 221D1","["CENG 221D1"]","{"prerequisites": "CENG 221D1"}"
850,"CENT434",1,"Prerequisite: CENT 300","["CENT 300"]","{"prerequisites": "CENT 300"}"
851,"CFIN310",1,"Prerequisite: MGCR 211","["MGCR 211"]","{"prerequisites": "MGCR 211"}"
852,"CFIN350",1,"Prerequisite: CFIN 300","["CFIN 300"]","{"prerequisites": "CFIN 300"}"
854,"CFIN401",1,"Prerequisite: MGCR 211","["MGCR 211"]","{"prerequisites": "MGCR 211"}"
859,"CFIN421",1,"Prerequisite: MGCR 211","["MGCR 211"]","{"prerequisites": "MGCR 211"}"
860,"CFIN507",1,"Prerequisite: CACC 521","["CACC 521"]","{"prerequisites": "CACC 521"}"
862,"CFIN512",2,"Corequisite(s): CMS2 621","["CMS2 621"]","{"corequisites": "CMS2 621"}"
863,"CFIN522",1,"Prerequisite: CFIN 512 ","["CFIN 512"]","{"prerequisites": "CFIN 512"}"
864,"CFIN525",1,"Prerequisite: CACC 521","["CACC 521"]","{"prerequisites": "CACC 521"}"
865,"CFIN528",1,"Prerequisite: CACC 521","["CACC 521"]","{"prerequisites": "CACC 521"}"
867,"CFIN540",1,"Prerequisite: CFIN 512 ","["CFIN 512"]","{"prerequisites": "CFIN 512"}"
872,"CFIN561",1,"Prerequisite: CFIN 500","["CFIN 500"]","{"prerequisites": "CFIN 500"}"
873,"CFIN562",1,"Prerequisite: CACC 521","["CACC 521"]","{"prerequisites": "CACC 521"}"
876,"CFRN104",1,"Prerequisite: CFRN 102 or Entrance Placement Test or Permission of the Director","["CFRN 102"]","{"prerequisites": "CFRN 102"}"
877,"CFRN106",1,"Prerequisite: CFRN 104 or Entrance Placement Test or Permission of the Director","["CFRN 104"]","{"prerequisites": "CFRN 104"}"
878,"CFRN215",2,"Corequisite: CFRN 216","["CFRN 216"]","{"corequisites": "CFRN 216"}"
879,"CFRN216",2,"Corequisite: CFRN 215.","["CFRN 215"]","{"corequisites": "CFRN 215"}"
881,"CFRN315",2,"Corequisite: CFRN 316.","["CFRN 316"]","{"corequisites": "CFRN 316"}"
883,"CFRN316",2,"Corequisite: CFRN 315.","["CFRN 315"]","{"corequisites": "CFRN 315"}"
884,"CFRN323",1,"Prerequisite(s): CFRN 203 or Entrance Placement Test or Permission of the Director","["CFRN 203"]","{"prerequisites": "CFRN 203"}"
885,"CFRN333",1,"Prerequisite: CFRN 323, or Entrance Placement Test or Permission of the Director","["CFRN 323"]","{"prerequisites": "CFRN 323"}"
886,"CFRN343",1,"Prerequisite: CFRN 333, or Entrance Placement Test or Permission of the Director","["CFRN 333"]","{"prerequisites": "CFRN 333"}"
887,"CFRN355",1,"Prerequisite: CFRN 343 or Entrance Placement Test or Permission of the Director","["CFRN 343"]","{"prerequisites": "CFRN 343"}"
889,"CFRN415",2,"Corequisite: CFRN 416.","["CFRN 416"]","{"corequisites": "CFRN 416"}"
891,"CFRN416",2,"Corequisite: CFRN 415.","["CFRN 415"]","{"corequisites": "CFRN 415"}"
895,"CGM2590D2",1,"Prerequisite: CGM2 590D1","["CGM2 590D1"]","{"prerequisites": "CGM2 590D1"}"
897,"CGM2590N2",1,"Prerequisite: CGM2 590N1","["CGM2 590N1"]","{"prerequisites": "CGM2 590N1"}"
898,"CGMG305",2,"Corequisite: CORG 225","["CORG 225"]","{"corequisites": "CORG 225"}"
899,"CHEE204",1,"Prerequisite: CHEE 200 ","["CHEE 200"]","{"prerequisites": "CHEE 200"}"
900,"CHEE220",1,"Prerequisite: CHEE 200 ","["CHEE 200"]","{"prerequisites": "CHEE 200"}"
901,"CHEE220",2,"Corequisite(s):  MATH 262","["MATH 262"]","{"corequisites": "MATH 262"}"
902,"CHEE291",2,"Corequisite: CHEE 231","["CHEE 231"]","{"corequisites": "CHEE 231"}"
904,"CHEE310",2,"Corequisite: CHEE 220","["CHEE 220"]","{"corequisites": "CHEE 220"}"
906,"CHEE315",1,"Prerequisite: CHEE 314 ","["CHEE 314"]","{"prerequisites": "CHEE 314"}"
907,"CHEE351",1,"Prerequisite: CHEE 220","["CHEE 220"]","{"prerequisites": "CHEE 220"}"
909,"CHEE363",1,"Prerequisite: CHEE 200 (A "D" grade is acceptable for prerequisite purposes only)","["CHEE 200"]","{"prerequisites": "CHEE 200"}"
911,"CHEE390",2,"Corequisite: MATH 264","["MATH 264"]","{"corequisites": "MATH 264"}"
913,"CHEE400",2,"Corequisite: CHEE 390","["CHEE 390"]","{"corequisites": "CHEE 390"}"
914,"CHEE401",1,"Prerequisite: CHEE 400","["CHEE 400"]","{"prerequisites": "CHEE 400"}"
918,"CHEE455",1,"Prerequisite: CHEE 291","["CHEE 291"]","{"prerequisites": "CHEE 291"}"
923,"CHEE457",1,"Prerequisite: CHEE 456.","["CHEE 456"]","{"prerequisites": "CHEE 456"}"
924,"CHEE457",2,"Corequisite: FACC 300","["FACC 300"]","{"corequisites": "FACC 300"}"
925,"CHEE474",1,"Prerequisite: CHEE 370","["CHEE 370"]","{"prerequisites": "CHEE 370"}"
926,"CHEE474",2,"Corequisite: CHEE 315","["CHEE 315"]","{"corequisites": "CHEE 315"}"
927,"CHEE484",1,"Prerequisite: CHEE 380","["CHEE 380"]","{"prerequisites": "CHEE 380"}"
929,"CHEE494D2",1,"Prerequisite: CHEE 494D1","["CHEE 494D1"]","{"prerequisites": "CHEE 494D1"}"
930,"CHEE495D2",1,"Prerequisite: CHEE 495D1","["CHEE 495D1"]","{"prerequisites": "CHEE 495D1"}"
931,"CHEE496D2",1,"Prerequisite: CHEE 496D1","["CHEE 496D1"]","{"prerequisites": "CHEE 496D1"}"
932,"CHEE510",1,"Prerequisite(s): CHEE 351","["CHEE 351"]","{"prerequisites": "CHEE 351"}"
937,"CHEE541",1,"Prerequisite: CHEE 310 or permission of instructor.","["CHEE 310"]","{"prerequisites": "CHEE 310"}"
939,"CHEE561",1,"Prerequisite: CHEE 315 or permission of the instructor","["CHEE 315"]","{"prerequisites": "CHEE 315"}"
941,"CHEE582",1,"Prerequisite: CHEE 314 or equivalent.","["CHEE 314"]","{"prerequisites": "CHEE 314"}"
944,"CHEE592",1,"Prerequisite: CHEE 314 or permission of instructor.","["CHEE 314"]","{"prerequisites": "CHEE 314"}"
945,"CHEE593",1,"Prerequisite: CHEE 314 or equivalent.","["CHEE 314"]","{"prerequisites": "CHEE 314"}"
946,"CHEE594",1,"Prerequisite: CHEE 315 or equivalent.","["CHEE 315"]","{"prerequisites": "CHEE 315"}"
947,"CHEE672",1,"Prerequisite: CHEE 455 ","["CHEE 455"]","{"prerequisites": "CHEE 455"}"
948,"CHEE682",2,"Corequisite: CHEE 681","["CHEE 681"]","{"corequisites": "CHEE 681"}"
949,"CHEE698N2",1,"Prerequisite: CHEE 698N1","["CHEE 698N1"]","{"prerequisites": "CHEE 698N1"}"
950,"CHEE699",1,"Prerequisite: CHEE 698","["CHEE 698"]","{"prerequisites": "CHEE 698"}"
951,"CHEE797",1,"Prerequisite: CHEE 796 ","["CHEE 796"]","{"prerequisites": "CHEE 796"}"
952,"CHEE798",1,"Prerequisite: CHEE 797","["CHEE 797"]","{"prerequisites": "CHEE 797"}"
953,"CHEM110",1,"Prerequisites/corequisites: College level mathematics and physics or permission of instructor; CHEM 120 is not a prerequisite ","["CHEM 120"]","{"prerequisites": "CHEM 120"}"
954,"CHEM120",1,"Prerequisites/corequisites: College level mathematics and physics, or permission of instructor: CHEM 110 is not a prerequisite ","["CHEM 110"]","{"prerequisites": "CHEM 110"}"
957,"CHEM211",1,"Prerequisite: CHEM 110 or equivalent.","["CHEM 110"]","{"prerequisites": "CHEM 110"}"
958,"CHEM211",2,"Corequisite: CHEM 120 or equivalent.","["CHEM 120"]","{"corequisites": "CHEM 120"}"
959,"CHEM212",1,"Prerequisite: CHEM 110 or equivalent.","["CHEM 110"]","{"prerequisites": "CHEM 110"}"
960,"CHEM212",2,"Corequisite: CHEM 120 or equivalent.","["CHEM 120"]","{"corequisites": "CHEM 120"}"
962,"CHEM213",2,"Corequisite(s): MATH 222","["MATH 222"]","{"corequisites": "MATH 222"}"
965,"CHEM222",1,"Prerequisite: CHEM 212 or equivalent.","["CHEM 212"]","{"prerequisites": "CHEM 212"}"
966,"CHEM234",1,"Prerequisite: CHEM 212 or equivalent ","["CHEM 212"]","{"prerequisites": "CHEM 212"}"
967,"CHEM244",1,"Prerequisite: CHEM 234 or equivalent ","["CHEM 234"]","{"prerequisites": "CHEM 234"}"
969,"CHEM253",2,"Corequisite: CHEM 204 or permission of instructor.","["CHEM 204"]","{"corequisites": "CHEM 204"}"
976,"CHEM302",1,"Prerequisites: CHEM 222, or permission of the instructor.","["CHEM 222"]","{"prerequisites": "CHEM 222"}"
978,"CHEM332",2,"Corequisite(s): CHEM 302","["CHEM 302"]","{"corequisites": "CHEM 302"}"
982,"CHEM362",1,"Prerequisite or corequisite: CHEM 302. Not open to Honours or Majors in Chemistry ","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
983,"CHEM365",1,"Prerequisite: CHEM 345 ","["CHEM 345"]","{"prerequisites": "CHEM 345"}"
984,"CHEM367",1,"Prerequisite(s): CHEM 267.","["CHEM 267"]","{"prerequisites": "CHEM 267"}"
985,"CHEM377",1,"Prerequisite: CHEM 367","["CHEM 367"]","{"prerequisites": "CHEM 367"}"
986,"CHEM381",1,"Prerequisite: CHEM 281.","["CHEM 281"]","{"prerequisites": "CHEM 281"}"
989,"CHEM392D2",1,"Prerequisite: CHEM 392D1","["CHEM 392D1"]","{"prerequisites": "CHEM 392D1"}"
994,"CHEM470D2",1,"Prerequisite: CHEM 470D1","["CHEM 470D1"]","{"prerequisites": "CHEM 470D1"}"
998,"CHEM482",1,"Prerequisite: CHEM 302","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
1000,"CHEM493",2,"Corequisite(s): CHEM 355","["CHEM 355"]","{"corequisites": "CHEM 355"}"
1002,"CHEM493D2",1,"Prerequisite(s): CHEM 493D1.","["CHEM 493D1"]","{"prerequisites": "CHEM 493D1"}"
1003,"CHEM502",1,"Prerequisite: CHEM 302","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
1011,"CHEM522",1,"Prerequisite: CHEM 302","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
1012,"CHEM531",1,"Prerequisite: CHEM 381 ","["CHEM 381"]","{"prerequisites": "CHEM 381"}"
1013,"CHEM532",1,"Prerequisite: CHEM 302","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
1014,"CHEM533",1,"Prerequisite: CHEM 355 or permission of instructor.","["CHEM 355"]","{"prerequisites": "CHEM 355"}"
1019,"CHEM552",1,"Prerequisite: CHEM 302 ","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
1020,"CHEM555",1,"Prerequisite: CHEM 355 or equivalent ","["CHEM 355"]","{"prerequisites": "CHEM 355"}"
1022,"CHEM571",1,"Prerequisite: CHEM 302 or equivalent, or permission of instructor.","["CHEM 302"]","{"prerequisites": "CHEM 302"}"
1023,"CHEM572",1,"Prerequisite: CHEM 382 ","["CHEM 382"]","{"prerequisites": "CHEM 382"}"
1029,"CHEM591",1,"Prerequisite: CHEM 381 ","["CHEM 381"]","{"prerequisites": "CHEM 381"}"
1031,"CHEM603",1,"Prerequisite(s): CHEM 355 or equivalent, or permission of instructor","["CHEM 355"]","{"prerequisites": "CHEM 355"}"
1032,"CHLC401",1,"Prerequisite: CHLC 351","["CHLC 351"]","{"prerequisites": "CHLC 351"}"
1033,"CHLC401D1",1,"Prerequisite: CHLC 351","["CHLC 351"]","{"prerequisites": "CHLC 351"}"
1034,"CHLC401D2",1,"Prerequisite: CHLC 401D1","["CHLC 401D1"]","{"prerequisites": "CHLC 401D1"}"
1035,"CHLC401J1",1,"Prerequisite: CHLC 351","["CHLC 351"]","{"prerequisites": "CHLC 351"}"
1036,"CHLC401J2",1,"Prerequisite: CHLC 401J1","["CHLC 401J1"]","{"prerequisites": "CHLC 401J1"}"
1037,"CHLC401J3",1,"Prerequisite: CHLC 401J2","["CHLC 401J2"]","{"prerequisites": "CHLC 401J2"}"
1038,"CHLC410",2,"Corequisite: CHLC 351.","["CHLC 351"]","{"corequisites": "CHLC 351"}"
1039,"CHLC415",2,"Corequisite: CHLC 351.","["CHLC 351"]","{"corequisites": "CHLC 351"}"
1040,"CHLC502",2,"Corequisite: CHLC 500.","["CHLC 500"]","{"corequisites": "CHLC 500"}"
1041,"CHLC552",2,"Corequisite: CHLC 500","["CHLC 500"]","{"corequisites": "CHLC 500"}"
1043,"CHLC590",1,"Prerequisite: CHLC 500","["CHLC 500"]","{"prerequisites": "CHLC 500"}"
1044,"CHLC590N1",1,"Prerequisite: CHLC 500","["CHLC 500"]","{"prerequisites": "CHLC 500"}"
1045,"CHLC590N2",1,"Prerequisite: CHLC 590N1","["CHLC 590N1"]","{"prerequisites": "CHLC 590N1"}"
1046,"CIAM520",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1047,"CIAM521",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1048,"CIAM522",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1049,"CIAM523",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1050,"CIAM524",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1051,"CIAM525",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1052,"CIAM526",1,"Prerequisite: CIAM 510","["CIAM 510"]","{"prerequisites": "CIAM 510"}"
1055,"CIVE202",1,"Prerequisite: CIVE 290 ","["CIVE 290"]","{"prerequisites": "CIVE 290"}"
1056,"CIVE206",1,"Prerequisite: CIVE 205.","["CIVE 205"]","{"prerequisites": "CIVE 205"}"
1058,"CIVE208",1,"Prerequisite: COMP 208.","["COMP 208"]","{"prerequisites": "COMP 208"}"
1059,"CIVE208",2,"Corequisite: MATH 264.","["MATH 264"]","{"corequisites": "MATH 264"}"
1061,"CIVE225",1,"Prerequisite: CIVE 290.","["CIVE 290"]","{"prerequisites": "CIVE 290"}"
1062,"CIVE225",2,"Corequisite: MATH 263.","["MATH 263"]","{"corequisites": "MATH 263"}"
1065,"CIVE311",1,"Prerequisite: CIVE 207 ","["CIVE 207"]","{"prerequisites": "CIVE 207"}"
1067,"CIVE318",1,"Prerequisite: CIVE 317 ","["CIVE 317"]","{"prerequisites": "CIVE 317"}"
1069,"CIVE319",2,"Corequisite: CIVE 302","["CIVE 302"]","{"corequisites": "CIVE 302"}"
1071,"CIVE323",1,"Prerequisite: CIVE 302 ","["CIVE 302"]","{"prerequisites": "CIVE 302"}"
1074,"CIVE385",1,"Prerequisite: CIVE 284.","["CIVE 284"]","{"prerequisites": "CIVE 284"}"
1075,"CIVE385",2,"Corequisite: ARCH 240","["ARCH 240"]","{"corequisites": "ARCH 240"}"
1076,"CIVE388",1,"Prerequisite: CIVE 284.","["CIVE 284"]","{"prerequisites": "CIVE 284"}"
1077,"CIVE416",1,"Prerequisite: CIVE 311 ","["CIVE 311"]","{"prerequisites": "CIVE 311"}"
1078,"CIVE421",1,"Prerequisite: CIVE 327 ","["CIVE 327"]","{"prerequisites": "CIVE 327"}"
1079,"CIVE428",1,"Prerequisite: CIVE 327 ","["CIVE 327"]","{"prerequisites": "CIVE 327"}"
1082,"CIVE440",1,"Prerequisite: CIVE 319 (a D grade is acceptable for prerequisite purposes) ","["CIVE 319"]","{"prerequisites": "CIVE 319"}"
1085,"CIVE462",1,"Prerequisite: CIVE 318 ","["CIVE 318"]","{"prerequisites": "CIVE 318"}"
1086,"CIVE463",1,"Prerequisite: CIVE 318 ","["CIVE 318"]","{"prerequisites": "CIVE 318"}"
1087,"CIVE512",1,"Prerequisite: CIVE 202 ","["CIVE 202"]","{"prerequisites": "CIVE 202"}"
1091,"CIVE540",1,"Prerequisite: CIVE 319 or permission of instructor. ","["CIVE 319"]","{"prerequisites": "CIVE 319"}"
1092,"CIVE542",1,"Prerequisite: CIVE 208.","["CIVE 208"]","{"prerequisites": "CIVE 208"}"
1093,"CIVE550",1,"Prerequisite (Undergraduate): CIVE 323 or equivalent","["CIVE 323"]","{"prerequisites": "CIVE 323"}"
1094,"CIVE555",1,"Prerequisite (Undergraduate): CIVE 302 or permission of instructor","["CIVE 302"]","{"prerequisites": "CIVE 302"}"
1095,"CIVE557",1,"Prerequisite: CIVE 225 or permission of the instructor","["CIVE 225"]","{"prerequisites": "CIVE 225"}"
1096,"CIVE560",1,"Prerequisite: CIVE 319","["CIVE 319"]","{"prerequisites": "CIVE 319"}"
1097,"CIVE572",1,"Prerequisite: CIVE 327 or equivalent ","["CIVE 327"]","{"prerequisites": "CIVE 327"}"
1099,"CIVE574",1,"Prerequisite: CIVE 327 or equivalent. ","["CIVE 327"]","{"prerequisites": "CIVE 327"}"
1100,"CIVE577",1,"Prerequisite (Undergraduate): CIVE 428 or permission of the instructor.","["CIVE 428"]","{"prerequisites": "CIVE 428"}"
1101,"CIVE577",2,"Corequisite (Graduate): CIVE 428","["CIVE 428"]","{"corequisites": "CIVE 428"}"
1102,"CIVE584",1,"Prerequisite: CIVE 311 or Permission of Instructor.","["CIVE 311"]","{"prerequisites": "CIVE 311"}"
1103,"CIVE621",1,"Prerequisite: SEAD 520","["SEAD 520"]","{"prerequisites": "SEAD 520"}"
1104,"CIVE629",1,"Prerequisite: SEAD 520","["SEAD 520"]","{"prerequisites": "SEAD 520"}"
1105,"CIVE702",1,"Prerequisite: CIVE 701","["CIVE 701"]","{"prerequisites": "CIVE 701"}"
1106,"CLAS212",1,"Prerequisite(s)  CLAS 210 or equivalent.","["CLAS 210"]","{"prerequisites": "CLAS 210"}"
1107,"CLAS230D2",1,"Prerequisite: CLAS 230D1","["CLAS 230D1"]","{"prerequisites": "CLAS 230D1"}"
1111,"CLAS312",1,"Prerequisite: CLAS 310 or permission of the instructor.","["CLAS 310"]","{"prerequisites": "CLAS 310"}"
1112,"CLAS315",1,"Prerequisite: CLAS 310 or permission of the instructor","["CLAS 310"]","{"prerequisites": "CLAS 310"}"
1113,"CLAS320",1,"Prerequisite: CLAS 220 or permission of instructor","["CLAS 220"]","{"prerequisites": "CLAS 220"}"
1114,"CLAS322",1,"Prerequisite: CLAS 320 or permission of the instructor","["CLAS 320"]","{"prerequisites": "CLAS 320"}"
1115,"CLAS326",1,"Prerequisite(s) : CLAS 320 or permission of instructor.","["CLAS 320"]","{"prerequisites": "CLAS 320"}"
1116,"CLAS331",1,"Prerequisite: CLAS 230 or similar course or permission of the instructor","["CLAS 230"]","{"prerequisites": "CLAS 230"}"
1117,"CLAS332",1,"Prerequisite(s): CLAS 331 or similar course or permission of instructor.","["CLAS 331"]","{"prerequisites": "CLAS 331"}"
1121,"CLAS404",1,"Prerequisite: CLAS 202 or related courses or permission of instructor","["CLAS 202"]","{"prerequisites": "CLAS 202"}"
1122,"CLAS420",1,"Prerequisite(s): CLAS 322 or permission of instructor","["CLAS 322"]","{"prerequisites": "CLAS 322"}"
1123,"CLAS422",1,"Prerequisite: CLAS 322 or permission of instructor","["CLAS 322"]","{"prerequisites": "CLAS 322"}"
1124,"CLAS429",1,"Prerequisite(s): CLAS 312 or permission of instructor","["CLAS 312"]","{"prerequisites": "CLAS 312"}"
1125,"CLAS679",1,"Prerequisite: CLAS 678","["CLAS 678"]","{"prerequisites": "CLAS 678"}"
1126,"CLAS682",2,"Corequisite: CLAS 681","["CLAS 681"]","{"corequisites": "CLAS 681"}"
1127,"CLAS683",2,"Corequisite: CLAS 682","["CLAS 682"]","{"corequisites": "CLAS 682"}"
1128,"CLAS696",2,"Corequisite: CLAS 695","["CLAS 695"]","{"corequisites": "CLAS 695"}"
1129,"CLAS698",2,"Corequisite: CLAS 697","["CLAS 697"]","{"corequisites": "CLAS 697"}"
1130,"CMIS422",2,"Corequisite: CCCS 300","["CCCS 300"]","{"corequisites": "CCCS 300"}"
1132,"CMPL500D2",1,"Prerequisite: CMPL 500D1","["CMPL 500D1"]","{"prerequisites": "CMPL 500D1"}"
1133,"CMPL521",1,"Prerequisite: CMPL 543 (Recommended)","["CMPL 543"]","{"prerequisites": "CMPL 543"}"
1134,"CMPL565",1,"Prerequisite: PUB2 105","["PUB2 105"]","{"prerequisites": "PUB2 105"}"
1135,"CMPL611",1,"Prerequisite: CMPL 610","["CMPL 610"]","{"prerequisites": "CMPL 610"}"
1136,"CMPL615D2",1,"Prerequisite: CMPL 615D1","["CMPL 615D1"]","{"prerequisites": "CMPL 615D1"}"
1137,"CMPL616D2",1,"Prerequisite: CMPL 616D1","["CMPL 616D1"]","{"prerequisites": "CMPL 616D1"}"
1138,"CMPL656",1,"Prerequisite: CMPL 655 and/or permission of Associate Dean (Graduate Studies).","["CMPL 655"]","{"prerequisites": "CMPL 655"}"
1146,"CMRK225",2,"Corequisite: CMRK 200","["CMRK 200"]","{"corequisites": "CMRK 200"}"
1147,"CMRK230",2,"Corequisite: CMRK 200.","["CMRK 200"]","{"corequisites": "CMRK 200"}"
1148,"CMRK235",2,"Corequisite: CMRK 200","["CMRK 200"]","{"corequisites": "CMRK 200"}"
1154,"CMS2500",1,"Prerequisite: CMSC 000","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1155,"CMS2505",2,"Corequisite: CMS2 500","["CMS2 500"]","{"corequisites": "CMS2 500"}"
1156,"CMS2515",2,"Corequisite: CMS2 500","["CMS2 500"]","{"corequisites": "CMS2 500"}"
1157,"CMS2521",1,"Prerequisite: CMS2 500 or the Exemption by Examination Test","["CMS2 500"]","{"prerequisites": "CMS2 500"}"
1158,"CMS2524",1,"Prerequisite: CMS2 515","["CMS2 515"]","{"prerequisites": "CMS2 515"}"
1160,"CMS2527",1,"Prerequisite(s): CMS2 500","["CMS2 500"]","{"prerequisites": "CMS2 500"}"
1161,"CMS2529",1,"Prerequisite: CMS2 500","["CMS2 500"]","{"prerequisites": "CMS2 500"}"
1162,"CMS2530",1,"Prerequisite: CMS2 505","["CMS2 505"]","{"prerequisites": "CMS2 505"}"
1163,"CMS2531",1,"Prerequisite: CMS2 525","["CMS2 525"]","{"prerequisites": "CMS2 525"}"
1164,"CMS2533",2,"Corequisite: CHLC 500.","["CHLC 500"]","{"corequisites": "CHLC 500"}"
1165,"CMS2533D2",1,"Prerequisite: CMS2 533D1","["CMS2 533D1"]","{"prerequisites": "CMS2 533D1"}"
1166,"CMS2533J2",1,"Prerequisite: CMS2 533J1","["CMS2 533J1"]","{"prerequisites": "CMS2 533J1"}"
1167,"CMS2533J3",1,"Prerequisite: CMS2 533J2","["CMS2 533J2"]","{"prerequisites": "CMS2 533J2"}"
1170,"CMS2550",2,"Corequisite: CMS2 531","["CMS2 531"]","{"corequisites": "CMS2 531"}"
1171,"CMS2590",1,"Prerequisite: CMSC 000 or departmental approval","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1172,"CMS2627",1,"Prerequisite(s): CMS2 500","["CMS2 500"]","{"prerequisites": "CMS2 500"}"
1173,"CMSC003",1,"Prerequisite: CMSC 000","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1174,"CMSC004",1,"Prerequisite: CMSC 003","["CMSC 003"]","{"prerequisites": "CMSC 003"}"
1175,"CMSC101",1,"Prerequisite: CMSC 000 Foundations of Mathematics or Diagnostic Test","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1176,"CMSC105",1,"Prerequisite(s): CMSC 000 or Departmental Approval.","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1177,"CMSC110",1,"Prerequisite: CMSC 000 or Departmental Approval.","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1178,"CMSC203",1,"Prerequisite: CMSC 101 ","["CMSC 101"]","{"prerequisites": "CMSC 101"}"
1179,"CMSC204",1,"Prerequisite: CMSC 203 ","["CMSC 203"]","{"prerequisites": "CMSC 203"}"
1180,"CMSC221",1,"Prerequisite: CMSC 000 (or the Exemption by Examination test)","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1181,"CMSC300",1,"Prerequisite: CMSC 000 or departmental approval.","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1182,"CMSC310",1,"Prerequisite: CMSC 000","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1183,"CMSC320",1,"Prerequisite: CMSC 101","["CMSC 101"]","{"prerequisites": "CMSC 101"}"
1184,"CMSC395",1,"Prerequisite: CMSC 000 or departmental approval.","["CMSC 000"]","{"prerequisites": "CMSC 000"}"
1185,"COGS401D2",1,"Prerequisite: COGS 401D1","["COGS 401D1"]","{"prerequisites": "COGS 401D1"}"
1186,"COGS401N2",1,"Prerequisite: COGS 401N1","["COGS 401N1"]","{"prerequisites": "COGS 401N1"}"
1187,"COGS444D2",1,"Prerequisite: COGS 444D1.","["COGS 444D1"]","{"prerequisites": "COGS 444D1"}"
1188,"COGS444N2",1,"Prerequisite: COGS 444N1.","["COGS 444N1"]","{"prerequisites": "COGS 444N1"}"
1193,"COMP273",2,"Corequisite: COMP 206.","["COMP 206"]","{"corequisites": "COMP 206"}"
1196,"COMP307",1,"Prerequisite(s): COMP 206","["COMP 206"]","{"prerequisites": "COMP 206"}"
1197,"COMP307",2,"Corequisite(s): COMP 303","["COMP 303"]","{"corequisites": "COMP 303"}"
1198,"COMP308",1,"Prerequisite: COMP 273.","["COMP 273"]","{"prerequisites": "COMP 273"}"
1199,"COMP310",1,"Prerequisite: COMP 273 ","["COMP 273"]","{"prerequisites": "COMP 273"}"
1200,"COMP321",1,"Prerequisites: COMP 206","["COMP 206"]","{"prerequisites": "COMP 206"}"
1203,"COMP330",1,"Prerequisite: COMP 251.","["COMP 251"]","{"prerequisites": "COMP 251"}"
1208,"COMP361D1",2,"Corequisite: COMP 303","["COMP 303"]","{"corequisites": "COMP 303"}"
1209,"COMP361D2",1,"Prerequisite: COMP 361D1","["COMP 361D1"]","{"prerequisites": "COMP 361D1"}"
1210,"COMP362",1,"Prerequisite: COMP 252","["COMP 252"]","{"prerequisites": "COMP 252"}"
1211,"COMP364",1,"Prerequisite: BIOL 200.","["BIOL 200"]","{"prerequisites": "BIOL 200"}"
