index,course,req_type,requisite, object_tree, json_tree
702,"CCTR447",1,"Prerequisite(s): CCTR 335 or CCTR 360", "[]", "{}"
703,"CCTR449",1,"Prerequisite(s): CCTR 335 or CCTR 360", "[]", "{}"
704,"CCTR453",1,"Prerequisite: CCTR 325", "["CCTR 325"]", "{"prerequisites": "CCTR 325"}"
705,"CCTR455",1,"Prerequisite: CCTR 325.", "["CCTR 325"]", "{"prerequisites": "CCTR 325"}"
706,"CCTR457",1,"Prerequisite: CCTR 325.", "["CCTR 325"]", "{"prerequisites": "CCTR 325"}"
707,"CCTR459",1,"Prerequisite: CCTR 325", "["CCTR 325"]", "{"prerequisites": "CCTR 325"}"
708,"CCTR463",1,"Prerequisite: CCTR 326", "["CCTR 326"]", "{"prerequisites": "CCTR 326"}"
709,"CCTR465",1,"Prerequisite: CCTR 326", "["CCTR 326"]", "{"prerequisites": "CCTR 326"}"
710,"CCTR467",1,"Prerequisite: CCTR 326", "["CCTR 326"]", "{"prerequisites": "CCTR 326"}"
711,"CCTR469",1,"Prerequisite: CCTR 326", "["CCTR 326"]", "{"prerequisites": "CCTR 326"}"
712,"CCTR506",1,"Prerequisite(s): CCTR 335 or CCTR 360", "[]", "{}"
713,"CCTR507",1,"Prerequisite: CCTR 325", "["CCTR 325"]", "{"prerequisites": "CCTR 325"}"
714,"CCTR508",1,"Prerequisite: CCTR 326.", "["CCTR 326"]", "{"prerequisites": "CCTR 326"}"
715,"CCTR544",1,"Prerequisites: CCTR 530", "["CCTR 530"]", "{"prerequisites": "CCTR 530"}"
716,"CCTR553",1,"Prerequisite: CCTR 541", "["CCTR 541"]", "{"prerequisites": "CCTR 541"}"
717,"CCTR554",1,"Prerequisite: CCTR 541", "["CCTR 541"]", "{"prerequisites": "CCTR 541"}"
718,"CCTR555",1,"Prerequisites: CCTR 530 and CCTR 541.", "[]", "{}"
719,"CCTR556",1,"Prerequisites: CCTR 530 and CCTR 541.", "[]", "{}"
720,"CCTR557",1,"Prerequisites: CCTR 530 and CCTR 541.", "[]", "{}"
721,"CCTR558",1,"Prerequisite: CCTR 530 and CCTR 541.", "[]", "{}"
722,"CCTR600",1,"Prerequisite: CCTR 500", "["CCTR 500"]", "{"prerequisites": "CCTR 500"}"
723,"CCTR606",1,"Prerequisite: CCTR 605", "["CCTR 605"]", "{"prerequisites": "CCTR 605"}"
724,"CCTR645",1,"Prerequisites: CCTR 530 and CCTR 541.", "[]", "{}"
725,"CCTX511",1,"Prerequisite: CACC 521 or CACC 520", "[]", "{}"
726,"CCTX532",1,"Prerequisite: CCTX 511 ", "["CCTX 511"]", "{"prerequisites": "CCTX 511"}"
727,"CEEN104",1,"Prerequisite(s): CEEN 102 or Entrance Placement Test or Permission of Director", "["CEEN 102"]", "{"prerequisites": "CEEN 102"}"
728,"CEEN106",1,"Prerequisite(s): CEEN 104 or Entrance Placement Test or Permission of Director", "["CEEN 104"]", "{"prerequisites": "CEEN 104"}"
729,"CEEN201",1,"Prerequisite: CEGL 106 or permission of the Director.", "["CEGL 106"]", "{"prerequisites": "CEGL 106"}"
730,"CEEN201",2,"Corequisite(s): CEEN 201, or CEEN 211, or CEEN 212, or CEEN 221, or CEEN 222", "[]", "{}"
731,"CEEN202",1,"Prerequisite(s): CEGL 106 or permission of the Director", "["CEGL 106"]", "{"prerequisites": "CEGL 106"}"
732,"CEEN202",2,"Corequisite(s): CEEN 211, CEEN 212", "[]", "{}"
733,"CEEN211",1,"Prerequisite: CEGL 106 or Entrance Placement Test or Permission of the Director", "["CEGL 106"]", "{"prerequisites": "CEGL 106"}"
734,"CEEN211",2,"Corequisite: CEEN 212", "["CEEN 212"]", "{"corequisites": "CEEN 212"}"
735,"CEEN212",1,"Prerequisite: CEGL 106 or Entrance Placement Test or Permission of the Director", "["CEGL 106"]", "{"prerequisites": "CEGL 106"}"
736,"CEEN221",1,"Prerequisites: CEEN 211 and CEEN 212 or Entrance Placement Test or Permission of the Director", "[]", "{}"
737,"CEEN221",2,"Corequisite: CEEN 222", "["CEEN 222"]", "{"corequisites": "CEEN 222"}"
738,"CEEN222",1,"Prerequisites: CEEN 211 and CEEN 212 or Entrance Placement Test or Permission of the Director", "[]", "{}"
739,"CEEN222",2,"Corequisite: CEEN 221", "["CEEN 221"]", "{"corequisites": "CEEN 221"}"
740,"CEEN266",1,"Prerequisite(s): CEEN 211, CEEN 212 or permission of the Director", "[]", "{}"
741,"CEEN266",2,"Corequisite(s): CEEN 221, CEEN 222", "[]", "{}"
742,"CEEN267",1,"Prerequisite(s): CEEN 211, CEEN 212, EPT - Placement test (Intermediate Mid), or permission of the department.", "[]", "{}"
743,"CEEN267",2,"Corequisite(s): CEEN 221, CEEN 222", "[]", "{}"
744,"CEEN301",1,"Prerequisites: CEEN 221 and CEEN 222, Entrance Placement Test, or Permission of the Director", "[]", "{}"
745,"CEEN301",2,"Corequisites: CEEN 331 and/or CEEN 332", "[]", "{}"
746,"CEEN302",1,"Prerequisite(s): CEEN 221, CEEN 222 or permission of the Director.", "[]", "{}"
747,"CEEN302",2,"Corequisite(s): CEEN 331, CEEN 332", "[]", "{}"
748,"CEEN331",1,"Prerequisites: CEEN 221 and CEEN 222 or Entrance Placement Test or Permission of the Director", "[]", "{}"
749,"CEEN331",2,"Corequisite: CEEN 332", "["CEEN 332"]", "{"corequisites": "CEEN 332"}"
750,"CEEN332",1,"Prerequisites: CEEN 221 and CEEN 222 or Entrance Placement Test or Permission of the Director", "[]", "{}"
751,"CEEN332",2,"Corequisite: CEEN 331", "["CEEN 331"]", "{"corequisites": "CEEN 331"}"
752,"CEEN401",1,"Prerequisites: CEEN 331 and CEEN 332, or Entrance Placement Test (EPT), or Permission of the Director", "[]", "{}"
753,"CEEN402",1,"Prerequisites: CEEN 331 and CEEN 332, or Entrance Placement Test (EPT), or Permission of the Director", "[]", "{}"
754,"CEEN403",1,"Prerequisites: CEEN 411 and CEEN 412, Entrance Placement Test, or Permission of the Director", "[]", "{}"
755,"CEEN403",2,"Corequisites: CEEN 421 and/or CEEN 422", "[]", "{}"
756,"CEEN404",1,"Prerequisites: CEEN 411 and CEEN 412 or English Placement Test (EPT).", "[]", "{}"
757,"CEEN404",2,"Corequisite: CEEN 421, CEEN 422.", "[]", "{}"
758,"CEEN411",1,"Prerequisites: CEEN 331 and CEEN 332 or Entrance Placement Test or Permission of the Director", "[]", "{}"
759,"CEEN411",2,"Corequisite: CEEN 412", "["CEEN 412"]", "{"corequisites": "CEEN 412"}"
760,"CEEN412",1,"Prerequisites: CEEN 331 and CEEN 332 or Entrance Placement Test or Permission of the Director", "[]", "{}"
761,"CEEN412",2,"Corequisite: CEEN 411", "["CEEN 411"]", "{"corequisites": "CEEN 411"}"
762,"CEEN421",1,"Prerequisites: CEEN 411 and CEEN 412 or Entrance Placement Test or Permission of the Director", "[]", "{}"
763,"CEEN421",2,"Corequisite: CEEN 422", "["CEEN 422"]", "{"corequisites": "CEEN 422"}"
764,"CEEN422",1,"Prerequisites: CEEN 411 and CEEN 412 or Entrance Placement Test or Permission of the Director", "[]", "{}"
765,"CEEN422",2,"Corequisite: CEEN 421", "["CEEN 421"]", "{"corequisites": "CEEN 421"}"
766,"CEFN104",1,"Prerequisite(s): CEFN 102 or Entrance Placement Test or Permission of the Director.", "["CEFN 102"]", "{"prerequisites": "CEFN 102"}"
767,"CEFN106",1,"Prerequisite(s): CEFN 104 or CEFN 107 or Entrance Placement Test or Permission of the Director.", "[]", "{}"
768,"CEFN107",1,"Prerequisite(s): CEFN 104 or CEFN 106 or Entrance Placement Test or Permission of the Director.", "[]", "{}"
769,"CEFN211",1,"Prerequisite: CEFN 106 AND CEFN 107, or Entrance Placement Test, or Permission of the Director.", "[]", "{}"
770,"CEFN211",2,"Corequisite: CEFN 212", "["CEFN 212"]", "{"corequisites": "CEFN 212"}"
771,"CEFN212",1,"Prerequisite: CEFN 106 AND CEFN 107, or Entrance Placement Test, or Permission of the Director.", "[]", "{}"
772,"CEFN212",2,"Corequisite: CEFN 211", "["CEFN 211"]", "{"corequisites": "CEFN 211"}"
773,"CEFN221",1,"Prerequisites: CEFN 211 and CEFN 212 or Entrance Placement Test or Permission of the Director", "[]", "{}"
774,"CEFN221",2,"Corequisite: CEFN 222", "["CEFN 222"]", "{"corequisites": "CEFN 222"}"
775,"CEFN222",1,"Prerequisites: CEFN 211 and CEFN 212 or Entrance Placement Test or Permission of the Director", "[]", "{}"
776,"CEFN222",2,"Corequisite: CEFN 221", "["CEFN 221"]", "{"corequisites": "CEFN 221"}"
777,"CEFN331",1,"Prerequisites: CEFN 221 and CEFN 222 or Entrance Placement Test or Permission of the Director", "[]", "{}"
778,"CEFN331",2,"Corequisite: CEFN 332", "["CEFN 332"]", "{"corequisites": "CEFN 332"}"
779,"CEFN332",1,"Prerequisites: CEFN 221 and CEFN 222 or Entrance Placement Test or Permission of the Director", "[]", "{}"
780,"CEFN332",2,"Corequisite: CEFN 331", "["CEFN 331"]", "{"corequisites": "CEFN 331"}"
781,"CEFN401",1,"Prerequisites: CEFN 331 and CEFN 332, or Entrance Placement Test, or Permission of the Director", "[]", "{}"
782,"CEFN402",1,"Prerequisites: CEFN 331 and CEFN 332, or Entrance Placement Test, or Permission of the Director", "[]", "{}"
783,"CEFN411",1,"Prerequisites: CEFN 331 and CEFN 332 or Entrance Placement Test or Permission of the Director", "[]", "{}"
784,"CEFN411",2,"Corequisite: CEFN 412", "["CEFN 412"]", "{"corequisites": "CEFN 412"}"
785,"CEFN412",1,"Prerequisites: CEFN 331 and CEFN 332 or Entrance Placement Test or Permission of the Director", "[]", "{}"
786,"CEFN412",2,"Corequisite: CEFN 411", "["CEFN 411"]", "{"corequisites": "CEFN 411"}"
787,"CEFN421",1,"Prerequisites: CEFN 411 and CEFN 412 or Entrance Placement Test or Permission of the Director", "[]", "{}"
788,"CEFN421",2,"Corequisite: CEFN 422", "["CEFN 422"]", "{"corequisites": "CEFN 422"}"
789,"CEFN422",1,"Prerequisites: CEFN 411 and CEFN 412 or Entrance Placement Test or Permission of the Director", "[]", "{}"
790,"CEFN422",2,"Corequisite: CEFN 421", "["CEFN 421"]", "{"corequisites": "CEFN 421"}"
791,"CEGL120",1,"Prerequisite: CEGL 110, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 110"]", "{"prerequisites": "CEGL 110"}"
792,"CEGL130",1,"Prerequisite: CEGL 120, Entrance Placement Test (EPT), or Permission fo the Director", "["CEGL 120"]", "{"prerequisites": "CEGL 120"}"
793,"CEGL140",1,"Prerequisite: CEGL 130, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 130"]", "{"prerequisites": "CEGL 130"}"
794,"CEGL170",2,"Corequisite(s): CEGL 171", "["CEGL 171"]", "{"corequisites": "CEGL 171"}"
795,"CEGL171",2,"Corequisite(s): CEGL 170", "["CEGL 170"]", "{"corequisites": "CEGL 170"}"
796,"CEGL172",2,"Corequisite(s): CEGL 173", "["CEGL 173"]", "{"corequisites": "CEGL 173"}"
797,"CEGL173",2,"Corequisite(s): CEGL 173", "["CEGL 173"]", "{"corequisites": "CEGL 173"}"
798,"CEGL174",2,"Corequisite(s) : CEGL 175", "["CEGL 175"]", "{"corequisites": "CEGL 175"}"
799,"CEGL175",2,"Corequisite(s): CEGL 174", "["CEGL 174"]", "{"corequisites": "CEGL 174"}"
800,"CEGL210",1,"Prerequisite: CEGL 140, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 140"]", "{"prerequisites": "CEGL 140"}"
801,"CEGL215",2,"Corequisite: CEGL 216", "["CEGL 216"]", "{"corequisites": "CEGL 216"}"
802,"CEGL216",2,"Corequisite: CEGL 215", "["CEGL 215"]", "{"corequisites": "CEGL 215"}"
803,"CEGL220",1,"Prerequisite: CEGL 210, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 210"]", "{"prerequisites": "CEGL 210"}"
804,"CEGL223",1,"Prerequisite: CEGL 213 or Entrance Placement Test or Permission of the Director", "["CEGL 213"]", "{"prerequisites": "CEGL 213"}"
805,"CEGL230",1,"Prerequisite: CEGL 220, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 220"]", "{"prerequisites": "CEGL 220"}"
806,"CEGL238",1,"Prerequisite: CEGL 228 or CEEN 221 and CEEN 222 or permission of Director", "[]", "{}"
807,"CEGL240",1,"Prerequisite: CEGL 230, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 230"]", "{"prerequisites": "CEGL 230"}"
808,"CEGL250",1,"Prerequisite: CEGL 240, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 240"]", "{"prerequisites": "CEGL 240"}"
809,"CEGL254",1,"Prerequisites: CEGL 243 or Michigan Test of English Proficiency (80-85%) or permission of the instructor", "["CEGL 243"]", "{"prerequisites": "CEGL 243"}"
810,"CEGL260",1,"Prerequisite: CEGL 250, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 250"]", "{"prerequisites": "CEGL 250"}"
811,"CEGL270",2,"Corequisite(s): CEGL 271", "["CEGL 271"]", "{"corequisites": "CEGL 271"}"
812,"CEGL271",2,"Corequisite(s): CEGL 270", "["CEGL 270"]", "{"corequisites": "CEGL 270"}"
813,"CEGL272",2,"Corequisite(s) : CEGL 273", "["CEGL 273"]", "{"corequisites": "CEGL 273"}"
814,"CEGL273",2,"Corequisite(s): CEGL 272", "["CEGL 272"]", "{"corequisites": "CEGL 272"}"
815,"CEGL274",2,"Corequisite(s): CEGL 275", "["CEGL 275"]", "{"corequisites": "CEGL 275"}"
816,"CEGL275",2,"Corequisite(s): CEGL 274", "["CEGL 274"]", "{"corequisites": "CEGL 274"}"
817,"CEGL310",1,"Prerequisite: CEGL 260, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 260"]", "{"prerequisites": "CEGL 260"}"
818,"CEGL313",1,"Prerequisites: CEGL 223, or Entrance Placement Test or Permission of the Director", "["CEGL 223"]", "{"prerequisites": "CEGL 223"}"
819,"CEGL315",1,"Prerequisites: CEGL 215 and CEGL 216, Placement Test of Written English (PTWE) or Permission of the Director.", "[]", "{}"
820,"CEGL315",2,"Corequisite: CEGL 316.", "["CEGL 316"]", "{"corequisites": "CEGL 316"}"
821,"CEGL316",1,"Prerequisites: CEGL 215 and CEGL 216, Placement Test of Written English (PTWE) or Permission of the Director.", "[]", "{}"
822,"CEGL316",2,"Corequisite: CEGL 315.", "["CEGL 315"]", "{"corequisites": "CEGL 315"}"
823,"CEGL320",1,"Prerequisite: CEGL 310, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 310"]", "{"prerequisites": "CEGL 310"}"
824,"CEGL323",1,"Prerequisites: CEGL 313, or Entrance Placement Test or Permission of the Director", "["CEGL 313"]", "{"prerequisites": "CEGL 313"}"
825,"CEGL330",1,"Prerequisite: CEGL 320, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 320"]", "{"prerequisites": "CEGL 320"}"
826,"CEGL333",1,"Prerequisites: CEGL 323, Entrance Placement Test or Permission of the Director", "["CEGL 323"]", "{"prerequisites": "CEGL 323"}"
827,"CEGL340",1,"Prerequisite: CEGL 330, Entrance Placement Test (EPT), or Permission of the Director", "["CEGL 330"]", "{"prerequisites": "CEGL 330"}"
828,"CEGL355",1,"Prerequisites: CEGL 333, or Entrance Placement Test or Permission of the Director", "["CEGL 333"]", "{"prerequisites": "CEGL 333"}"
829,"CEGL370",2,"Corequisite(s): CEGL 371", "["CEGL 371"]", "{"corequisites": "CEGL 371"}"
830,"CEGL371",2,"Corequisite(s): CEGL 370", "["CEGL 370"]", "{"corequisites": "CEGL 370"}"
831,"CEGL372",2,"Corequisite(s): CEGL 373", "["CEGL 373"]", "{"corequisites": "CEGL 373"}"
832,"CEGL373",2,"Corequisite(s): CEGL 372", "["CEGL 372"]", "{"corequisites": "CEGL 372"}"
833,"CEGL380",2,"Corequisite(s): CEGL 381", "["CEGL 381"]", "{"corequisites": "CEGL 381"}"
834,"CEGL381",2,"Corequisite(s): CEGL 380", "["CEGL 380"]", "{"corequisites": "CEGL 380"}"
835,"CEGL382",2,"Corequisite(s): CEGL 383", "["CEGL 383"]", "{"corequisites": "CEGL 383"}"
836,"CEGL383",2,"Corequisite(s): CEGL 382", "["CEGL 382"]", "{"corequisites": "CEGL 382"}"
837,"CEGL390",2,"Corequisite(s): CEGL 391", "["CEGL 391"]", "{"corequisites": "CEGL 391"}"
838,"CEGL391",2,"Corequisite(s): CEGL 390", "["CEGL 390"]", "{"corequisites": "CEGL 390"}"
839,"CEGL392",2,"Corequisite(s): CEGL 393", "["CEGL 393"]", "{"corequisites": "CEGL 393"}"
840,"CEGL393",2,"Corequisite(s): CEGL 392", "["CEGL 392"]", "{"corequisites": "CEGL 392"}"
841,"CEGL413",1,"Prerequisite(s): CEGL 355 or Entrance Placement Test or Permission of the Director", "["CEGL 355"]", "{"prerequisites": "CEGL 355"}"
842,"CEGL415",1,"Prerequisites: CEGL 316 and CEGL 316, Placement Test of Written English (PTWE) or Permission of the Director.", "[]", "{}"
843,"CEGL415",2,"Corequisite: CEGL 416.", "["CEGL 416"]", "{"corequisites": "CEGL 416"}"
844,"CEGL416",1,"Prerequisites: CEGL 315 and CEGL 316, Placement Test of Written English (PTWE) or Permission of the Director.", "[]", "{}"
845,"CEGL416",2,"Corequisite: CEGL 415.", "["CEGL 415"]", "{"corequisites": "CEGL 415"}"
846,"CEGL423",1,"Prerequisite(s): CEGL 413 or Entrance Placement Test or Permission of the Director", "["CEGL 413"]", "{"prerequisites": "CEGL 413"}"
847,"CEN2510",1,"Prerequisite: CEN2 500, CEN2 506 and CMG2 520", "[]", "{}"
848,"CENG221D2",1,"Prerequisite: CENG 221D1", "["CENG 221D1"]", "{"prerequisites": "CENG 221D1"}"
849,"CENG223",1,"Prerequisite(s): CENG 221 and CENG 221D1 and CENG 221D2", "[]", "{}"
850,"CENT434",1,"Prerequisite: CENT 300", "["CENT 300"]", "{"prerequisites": "CENT 300"}"
851,"CFIN310",1,"Prerequisite: MGCR 211", "["MGCR 211"]", "{"prerequisites": "MGCR 211"}"
852,"CFIN350",1,"Prerequisite: CFIN 300", "["CFIN 300"]", "{"prerequisites": "CFIN 300"}"
853,"CFIN400",1,"Prerequisites: CFIN 300 and CMSC 221 and MGCR 341", "[]", "{}"
854,"CFIN401",1,"Prerequisite: MGCR 211", "["MGCR 211"]", "{"prerequisites": "MGCR 211"}"
855,"CFIN402",1,"Prerequisites: MGCR 211 and MGCR 341", "[]", "{}"
856,"CFIN403",1,"Prerequisites: MGCR 211 and MGCR 341", "[]", "{}"
857,"CFIN410",1,"Prerequisites: MGCR 211 and MGCR 341", "[]", "{}"
858,"CFIN420",1,"Prerequisites: CFIN 300 and MGCR 211 and MGCR 341", "[]", "{}"
859,"CFIN421",1,"Prerequisite: MGCR 211", "["MGCR 211"]", "{"prerequisites": "MGCR 211"}"
860,"CFIN507",1,"Prerequisite: CACC 521", "["CACC 521"]", "{"prerequisites": "CACC 521"}"
861,"CFIN512",1,"Prerequisite(s): CACC 520 or CACC 521", "[]", "{}"
862,"CFIN512",2,"Corequisite(s): CMS2 621", "["CMS2 621"]", "{"corequisites": "CMS2 621"}"
863,"CFIN522",1,"Prerequisite: CFIN 512 ", "["CFIN 512"]", "{"prerequisites": "CFIN 512"}"
864,"CFIN525",1,"Prerequisite: CACC 521", "["CACC 521"]", "{"prerequisites": "CACC 521"}"
865,"CFIN528",1,"Prerequisite: CACC 521", "["CACC 521"]", "{"prerequisites": "CACC 521"}"
866,"CFIN530",1,"Prerequisites: (CEC2 532 or CEC2 632) and CFIN 512", "[]", "{}"
867,"CFIN540",1,"Prerequisite: CFIN 512 ", "["CFIN 512"]", "{"prerequisites": "CFIN 512"}"
868,"CFIN550",1,"Prerequisites: CACC 521 and CFIN 500 and CFIN 512", "[]", "{}"
869,"CFIN552",1,"Prerequisites: CACC 521 and CFIN 512", "[]", "{}"
870,"CFIN553",1,"Prerequisites: CACC 521 and CFIN 512", "[]", "{}"
871,"CFIN560",1,"Prerequisites: CACC 521 and CFIN 500 and CFIN 512", "[]", "{}"
872,"CFIN561",1,"Prerequisite: CFIN 500", "["CFIN 500"]", "{"prerequisites": "CFIN 500"}"
873,"CFIN562",1,"Prerequisite: CACC 521", "["CACC 521"]", "{"prerequisites": "CACC 521"}"
874,"CFIN590",1,"Prerequisite: CFIN 522 or CFIN 525 or CFIN 530 or CFIN 540", "[]", "{}"
875,"CFIN595",1,"Prerequisites: CFIN 500 and CFIN 512", "[]", "{}"
876,"CFRN104",1,"Prerequisite: CFRN 102 or Entrance Placement Test or Permission of the Director", "["CFRN 102"]", "{"prerequisites": "CFRN 102"}"
877,"CFRN106",1,"Prerequisite: CFRN 104 or Entrance Placement Test or Permission of the Director", "["CFRN 104"]", "{"prerequisites": "CFRN 104"}"
878,"CFRN215",2,"Corequisite: CFRN 216", "["CFRN 216"]", "{"corequisites": "CFRN 216"}"
879,"CFRN216",2,"Corequisite: CFRN 215.", "["CFRN 215"]", "{"corequisites": "CFRN 215"}"
880,"CFRN315",1,"Prerequisites: CFRN  215 and CFRN 216, Placement Test of Written French (PTWF) or Permission of the Director.", "[]", "{}"
881,"CFRN315",2,"Corequisite: CFRN 316.", "["CFRN 316"]", "{"corequisites": "CFRN 316"}"
882,"CFRN316",1,"Prerequisites: CFRN 215 and CFRN 216, Placement Test of Written French (PTWF) or Permission of the Director.", "[]", "{}"
883,"CFRN316",2,"Corequisite: CFRN 315.", "["CFRN 315"]", "{"corequisites": "CFRN 315"}"
884,"CFRN323",1,"Prerequisite(s): CFRN 203 or Entrance Placement Test or Permission of the Director", "["CFRN 203"]", "{"prerequisites": "CFRN 203"}"
885,"CFRN333",1,"Prerequisite: CFRN 323, or Entrance Placement Test or Permission of the Director", "["CFRN 323"]", "{"prerequisites": "CFRN 323"}"
886,"CFRN343",1,"Prerequisite: CFRN 333, or Entrance Placement Test or Permission of the Director", "["CFRN 333"]", "{"prerequisites": "CFRN 333"}"
887,"CFRN355",1,"Prerequisite: CFRN 343 or Entrance Placement Test or Permission of the Director", "["CFRN 343"]", "{"prerequisites": "CFRN 343"}"
888,"CFRN415",1,"Prerequisites: CFRN 315 and CFRN 316, Placement Test of Written French (PTWF) or Permission of the Director.", "[]", "{}"
889,"CFRN415",2,"Corequisite: CFRN 416.", "["CFRN 416"]", "{"corequisites": "CFRN 416"}"
890,"CFRN416",1,"Prerequisites: CFRN 315 and CFRN 316, Placement Test of Written French (PTWF) or Permission of the Director.", "[]", "{}"
891,"CFRN416",2,"Corequisite: CFRN 415.", "["CFRN 415"]", "{"corequisites": "CFRN 415"}"
892,"CFRN423",1,"Prerequisite(s): CFRN 343 or CFRN 355 or Entrance Placement Test or Permission of the Director", "[]", "{}"
893,"CGM2590",1,"Prerequisites: CACC 520, CFIN 512 and CMR2 542", "[]", "{}"
894,"CGM2590D1",1,"Prerequisites: CACC 520, CFIN 512 and CMR2 542", "[]", "{}"
895,"CGM2590D2",1,"Prerequisite: CGM2 590D1", "["CGM2 590D1"]", "{"prerequisites": "CGM2 590D1"}"
896,"CGM2590N1",1,"Prerequisite: CACC 520, CFIN 512, and CMR2 542", "[]", "{}"
897,"CGM2590N2",1,"Prerequisite: CGM2 590N1", "["CGM2 590N1"]", "{"prerequisites": "CGM2 590N1"}"
898,"CGMG305",2,"Corequisite: CORG 225", "["CORG 225"]", "{"corequisites": "CORG 225"}"
899,"CHEE204",1,"Prerequisite: CHEE 200 ", "["CHEE 200"]", "{"prerequisites": "CHEE 200"}"
900,"CHEE220",1,"Prerequisite: CHEE 200 ", "["CHEE 200"]", "{"prerequisites": "CHEE 200"}"
901,"CHEE220",2,"Corequisite(s):  MATH 262", "["MATH 262"]", "{"corequisites": "MATH 262"}"
902,"CHEE291",2,"Corequisite: CHEE 231", "["CHEE 231"]", "{"corequisites": "CHEE 231"}"
903,"CHEE301",1,"Prerequisite(s): CHEE 204 and CHEE 220", "[]", "{}"
904,"CHEE310",2,"Corequisite: CHEE 220", "["CHEE 220"]", "{"corequisites": "CHEE 220"}"
905,"CHEE314",2,"Corequisite(s): MATH 264 and CHEE 204", "[]", "{}"
906,"CHEE315",1,"Prerequisite: CHEE 314 ", "["CHEE 314"]", "{"prerequisites": "CHEE 314"}"
907,"CHEE351",1,"Prerequisite: CHEE 220", "["CHEE 220"]", "{"prerequisites": "CHEE 220"}"
908,"CHEE351",2,"Corequisites: CHEE 204, CHEE 315", "[]", "{}"
909,"CHEE363",1,"Prerequisite: CHEE 200 (A "D" grade is acceptable for prerequisite purposes only)", "["CHEE 200"]", "{"prerequisites": "CHEE 200"}"
910,"CHEE390",1,"Prerequisites: CHEE 204, COMP 208, MATH 263", "[]", "{}"
911,"CHEE390",2,"Corequisite: MATH 264", "["MATH 264"]", "{"corequisites": "MATH 264"}"
912,"CHEE400",1,"Prerequisite: CHEE 315, CHEE 484", "[]", "{}"
913,"CHEE400",2,"Corequisite: CHEE 390", "["CHEE 390"]", "{"corequisites": "CHEE 390"}"
914,"CHEE401",1,"Prerequisite: CHEE 400", "["CHEE 400"]", "{"prerequisites": "CHEE 400"}"
915,"CHEE423",1,"Prerequisites: CHEE 310, CHEE 315", "[]", "{}"
916,"CHEE440",1,"Prerequisites: MATH 264 and CHEE 423", "[]", "{}"
917,"CHEE453",2,"Corequisite(s): CHEE 315; CHEE 351", "[]", "{}"
918,"CHEE455",1,"Prerequisite: CHEE 291", "["CHEE 291"]", "{"prerequisites": "CHEE 291"}"
919,"CHEE455",2,"Corequisite(s): CHEE 423, CHEE 453", "[]", "{}"
920,"CHEE456",2,"Corequisites: CHEE 453, FACC 300", "[]", "{}"
921,"CHEE456D1",2,"Corequisites: CHEE 453, FACC 300", "[]", "{}"
922,"CHEE456D2",2,"Corequisites: CHEE 453, FACC 300", "[]", "{}"
923,"CHEE457",1,"Prerequisite: CHEE 456.", "["CHEE 456"]", "{"prerequisites": "CHEE 456"}"
924,"CHEE457",2,"Corequisite: FACC 300", "["FACC 300"]", "{"corequisites": "FACC 300"}"
925,"CHEE474",1,"Prerequisite: CHEE 370", "["CHEE 370"]", "{"prerequisites": "CHEE 370"}"
926,"CHEE474",2,"Corequisite: CHEE 315", "["CHEE 315"]", "{"corequisites": "CHEE 315"}"
927,"CHEE484",1,"Prerequisite: CHEE 380", "["CHEE 380"]", "{"prerequisites": "CHEE 380"}"
928,"CHEE491",1,"Prerequisite(s): CHEE 231, CHEE 455", "[]", "{}"
929,"CHEE494D2",1,"Prerequisite: CHEE 494D1", "["CHEE 494D1"]", "{"prerequisites": "CHEE 494D1"}"
930,"CHEE495D2",1,"Prerequisite: CHEE 495D1", "["CHEE 495D1"]", "{"prerequisites": "CHEE 495D1"}"
931,"CHEE496D2",1,"Prerequisite: CHEE 496D1", "["CHEE 496D1"]", "{"prerequisites": "CHEE 496D1"}"
932,"CHEE510",1,"Prerequisite(s): CHEE 351", "["CHEE 351"]", "{"prerequisites": "CHEE 351"}"
933,"CHEE511",1,"Prerequisites: CHEE 204 and CHEE 310 or permission of instructor.", "[]", "{}"
934,"CHEE512",1,"Prerequisite(s): MATH 262 and CHEE 370 or BIOL 200, or Permission of Instructor.", "[]", "{}"
935,"CHEE515",1,"Prerequisites: (CHEE 310 and CHEE 380) or (CHEM 233 and MIME 261 and MIME 317) or permission of instructor", "[]", "{}"
936,"CHEE521",1,"Prerequisite(s): CHEE 315 or CIVE 225 or MIME 356 or equivalent; and CHEE 310 or CIVE 430 or CHEM 233 or equivalent; or permission of instructor.", "[]", "{}"
937,"CHEE541",1,"Prerequisite: CHEE 310 or permission of instructor.", "["CHEE 310"]", "{"prerequisites": "CHEE 310"}"
938,"CHEE543",1,"Prerequisites: CHEE 220 and CHEE 314 or equivalent.", "[]", "{}"
