,Unnamed: 0,index,course,req_type,requisite,object_tree,json_tree
216,1987,3476,MRKT442,1,Prerequisite: PRV2 662,'PRV2 662',{}
217,627,1096,CIVE560,1,Prerequisite: CACF 389,'CACF 389',{}
218,40,60,AGEC330,1,Prerequisite: PHYS 716 or equivalent,'PHYS 716',{}
219,1044,1823,EDEE282,1,Prerequisite: ASPL 201.,'ASPL 201',{}
220,1818,3192,MATH582,1,Prerequisite: EDPS 417 or equivalent or permission of instructor.,'EDPS 417',{}
221,598,1049,CIAM523,1,Prerequisite: AEPH 642,'AEPH 642',{}
222,428,776,CEFN222,2,Corequisite: MUHL 338,'MUHL 338',{}
223,736,1311,CORG565,1,Prerequisite: CPD2 704,'CPD2 704',{}
224,1610,2832,INFS616,1,Prerequisite: COGS 479.,'COGS 479',{}
225,743,1319,CPL2552N2,1,Prerequisite: AGRI 416N1,'AGRI 416N1',{}
226,1621,2846,INFS661,2,Corequisite: FMED 169.,'FMED 169',{}
227,209,459,BIOS612,1,"Prerequisites: AEHM 474 or MURG 214; and MURG 295, or equivalents.","['&', ['|', 'CEEN 474', 'MURG 214'], 'MURG 295']",{}
228,630,1561,ECON337,1,Prerequisite: a grade of 65% or better in INTD 746 or INTD 419 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.,"['|', 'INTD 746', 'INTD 419']",{}
229,50,127,ANTH322,1,"Prerequisite: ELEC 647, or ELEC 700, or ELEC 641, or ELEC 740, or ELEC 412, or ELEC 330, or ELEC 699 or permission of instructor ","['|', 'ELEC 647', 'ELEC 700', 'ELEC 641', 'ELEC 740', 'ELEC 412', 'ELEC 330', 'ELEC 699']",{}
230,1400,3243,MECH463D1,1,Prerequisites: (EDIN 345 or BMDE 345) and RELG 279.,"['&', ['|', 'EDIN 345', 'BMDE 345'], 'RELG 279']",{}
231,2513,4370,PSYC385,1,Prerequisites: RETL 780 or equivalent; requires departmental approval.,'RETL 780',{}
232,1009,1770,ECSE670N2,1,Prerequisite: HPSC 484N1.,'HPSC 484N1',{}
233,247,546,BUSA650D1,1,"Prerequisite: MBA Core (PRV4 300, PRV4 483, PRV4 770, PRV4 301, and PRV4 232) or (PRV4 495, PRV4 356, PRV4 645, PRV4 338, PRV4 560, PRV4 798, PRV4 347, PRV4 673, PRV4 356, PRV4 243, PRV4 513, and PRV4 788).","['|', ['&', 'PRV4 300', 'PRV4 483', 'PRV4 770', 'PRV4 301', 'PRV4 232'], ['&', 'PRV4 495', 'PRV4 356', 'PRV4 645', 'PRV4 338', 'PRV4 560', 'PRV4 798', 'PRV4 347', 'PRV4 673', 'PRV4 356', 'PRV4 243', 'PRV4 513', 'PRV4 788']]",{}
234,858,2038,EDPE726,1,"Prerequisites: GSFS 580 and two of GSFS 201, GSFS 676 or GSFS 604 ","['&', 'GSFS 580', ['|', ['&', 'GSFS 201', 'GSFS 676'],['&', 'GSFS 201', 'GSFS 604'],['&', 'GSFS 676', 'GSFS 604']]]",{}
235,1505,2692,HIST427,1,Prerequisite: BREE 535 or a course in East-European history or consent of instructor ,'BREE 535',{}
236,1937,3405,MIME624D2,1,Prerequisite: CPD2 308D1,'CPD2 308D1',{}
237,1156,2011,EDPE672,1,Prerequisite: BUSA 434 or permission of the instructor (Minimum Grade/Test score(s) needed is B-).,'BUSA 434',{}
238,53,130,ANTH327,1,"Prerequisite: ACCT 247, or ACCT 457, or ACCT 189, or ACCT 258, or permission of instructor","['|', 'ACCT 247', 'ACCT 457', 'ACCT 189', 'ACCT 258']",{}
239,840,1446,DENT571J2,1,Prerequisite: BIOL 661J1,'BIOL 661J1',{}
240,330,597,CAFT605,1,Prerequisite: EDFC 282,'EDFC 282',{}
241,1246,2158,ENGL491D2,1,Prerequisite: AGEC 668D1,'AGEC 668D1',{}
242,30,86,ANAT416,1,Prerequisite(s): MUGS 780 or EDLE 380 or special permission of instructor,"['|', 'MUGS 780', 'EDLE 380']",{}
243,1237,2143,ENGL316D2,1,Prerequisite: PHIL 575D1,'PHIL 575D1',{}
244,407,963,CHEM214,1,Prerequisites: COMP 130 or COMP 416/COMP 481.,"['|', 'COMP 130', 'COMP 416', 'COMP 481']",{}
245,1668,2917,ISLA383,1,Prerequisite: PLNT 333 or permission of instructor.,'PLNT 333',{}
246,1421,2411,FMED679,1,Prerequisite: MUEN 155; permission of instructor if graduate student is outside the Department.,'MUEN 155',{}
247,76,165,ANTH575,1,"Prerequisites: OPTH 312, or OPTH 752, or OPTH 585, and OPTH 669 or OPTH 544.","['&', ['|', 'OPTH 312', 'OPTH 752', 'OPTH 585'], ['|', 'OPTH 669', 'OPTH 544']]",{}
248,231,415,BIOL468D2,1,Prerequisite: PPHS 300D1.,'PPHS 300D1',{}
249,435,1008,CHEM516,1,"Prerequisite(s): BUS1 738 and (BUS1 542 or higher, or BUS1 615), or permission of instructor.","['&', 'BUS1 738', ['|', 'BUS1 542', 'BUS1 615']]",{}
250,302,553,BUSA670D2,1,Prerequisite: FIGE 677D1,'FIGE 677D1',{}
251,1028,1796,EDEC253D2,1,Prerequisite: OBGY 682D1,'OBGY 682D1',{}
252,1293,2235,EPSC341,1,"Prerequisites: EDFE 602, enrolment in U2 or U3 EPS program and permission of the instructor.",'EDFE 602',{}
253,184,418,BIOL469,1,Prerequisites: ARTE 589 or ARTE 433 or other suitable 403-level biology course.,"['|', 'ARTE 589', 'ARTE 433']",{}
254,176,408,BIOL441,1,Prerequisites: MUCO 688; and MUCO 230 or both MUCO 485 and MUCO 791.,"['&', 'MUCO 688', ['|', 'MUCO 230', ['&', 'MUCO 485', 'MUCO 791']]]",{}
255,218,354,BIOL206,1,Prerequisite: RETL 775 or equivalent ,'RETL 775',{}
256,1407,2395,FINE680,1,Prerequisite: PLNT 239.,'PLNT 239',{}
257,924,1540,ECON295,2,Corequisite: EDTL 446 ,'EDTL 446',{}
258,334,755,CEEN403,2,Corequisites: PHTH 285 and/or PHTH 351,"['|', 'PHTH 285', 'PHTH 351']",{}
259,346,616,CATH340,1,"Prerequisite: EDLE 783, or permission of instructor ",'EDLE 783',{}
260,1729,3011,JWST370,1,Prerequisite: AEBI 314 or permission of instructor,'AEBI 314',{}
261,120,204,ARCH519,1,Prerequisite: URBP 156 or permission of instructor,'URBP 156',{}
262,932,1567,ECON352D1,2,Corequisite: EDPD 401D1,'EDPD 401D1',{}
263,464,823,CEGL320,1,"Prerequisite: INDG 316, Entrance Placement Test (EPT), or Permission of the Director",'INDG 316',{}
264,2,9,ACCT451,1,"Prerequisites: BASC 167, BASC 319","['&', 'BASC 167', 'BASC 319']",{}
265,748,1325,CPRL214,2,Corequisite: GSFS 259,'GSFS 259',{}
266,1310,3087,MATH222,1,Prerequisite: MATH 223. Familiarity with vector geometry or Corequisite: MATH 134,"['&', 'MATH 223', 'MATH 134']",{}
267,52,129,ANTH326,1,Prerequisite: BMDE 495 or 563 or 800 or 115 or 389 or permission of instructor,"['|', 'BMDE 495', 'BMDE 563', 'BMDE 800', 'BMDE 115', 'BMDE 389']",{}
268,2472,4298,POLI441,1,Prerequisites: CCFC 429 or permission of the instructor.,'CCFC 429',{}
269,2090,3647,MUJZ340,1,Prerequisite(s): WRIT 754,'WRIT 754',{}
270,1096,2576,HISP333,1,"Prerequisite: Successful completion of any Survey of Literature (ATOC 800, ATOC 678, ATOC 615, ATOC 596) or permission of the instructor.","['|', 'ATOC 800', 'ATOC 678', 'ATOC 615', 'ATOC 596']",{}
271,98,265,ATOC519,1,"Prerequisites: CENT 734, CENT 561, BASC 698, BASC 214 or equivalents, or permission of the instructor.","['&', 'CENT 734', 'CENT 561', 'BASC 698', 'BASC 214']",{}
272,439,795,CEGL171,2,Corequisite(s): SWRK 449,'SWRK 449',{}
273,82,203,ARCH512,1,Prerequisites: FRSL 766 and FRSL 548 or equivalent.,"['&', 'FRSL 766', 'FRSL 548']",{}
274,46,122,ANTH307,1,Prerequisites: MUAR 711 or MUAR 477,"['|', 'MUAR 711', 'MUAR 477']",{}
275,179,411,BIOL466,1,Prerequisite: INLG 497 or INLG 527 or other suitable laboratory course.,"['|', 'INLG 497', 'INLG 527']",{}
276,399,936,CHEE521,1,Prerequisite(s): NRSC 433 or CINC 170 or CCPA 305 or equivalent; and NRSC 428 or CINC 151 or CEC2 714 or equivalent; or permission of instructor.,"['&', ['|', 'NRSC 433', 'CINC 170', 'CCPA 305'], ['|', 'NRSC 428', 'CINC 151', 'CEC2 714']]",{}
277,857,2036,EDPE725D1,1,"Prerequisites: ESYS 411 and two of ESYS 635, ESYS 220 or ESYS 314)","['&', 'ESYS 411', ['|', ['&', 'ESYS 635', 'ESYS 220'],['&', 'ESYS 635', 'ESYS 314'],['&', 'ESYS 220', 'ESYS 314']]]",{}
278,1322,3111,MATH318,1,Prerequisite(s): OCCH 428 or OCCH 345 or OCCH 294.,"['|', 'OCCH 428', 'OCCH 345', 'OCCH 294']",{}
279,246,545,BUSA650,1,"Prerequisite: MBA Core (ELEC 799, ELEC 722, ELEC 682, ELEC 389, and ELEC 524) or (ELEC 386, ELEC 671, ELEC 410, ELEC 608, ELEC 351, ELEC 712, ELEC 509, ELEC 652, ELEC 291, ELEC 604, ELEC 341, and ELEC 717).","['|', ['&', 'ELEC 799', 'ELEC 722', 'ELEC 682', 'ELEC 389', 'ELEC 524'], ['&', 'ELEC 386', 'ELEC 671', 'ELEC 410', 'ELEC 608', 'ELEC 351', 'ELEC 712', 'ELEC 509', 'ELEC 652', 'ELEC 291', 'ELEC 604', 'ELEC 341', 'ELEC 717']]",{}
280,406,961,CHEM213,1,"Prerequisites: BIOL 457, BIOL 286 or equivalent, ESYS 680 or ESYS 266, or permission of the instructor.","['&', ['|', 'BIOL 457', 'BIOL 286'],['|', 'ESYS 680', 'ESYS 266']]",{}
281,2553,4445,PSYC690N2,1,Prerequisite: ACCT 258N1,'ACCT 258N1',{}
282,987,2406,FINE695,1,Prerequisite(s): (EDFC 453 OR EDFC 319 OR Instructor's approval) AND (AEBI 453 OR AEBI 543 OR Instructor's approval),"['&', ['|', 'EDFC 453', 'EDFC 319'], ['|', 'AEBI 453', 'AEBI 543']]",{}
283,1710,2991,ITAL690D2,1,Prerequisite: EDER 605D1,'EDER 605D1',{}
284,480,839,CEGL392,2,Corequisite(s): MUSP 726,'MUSP 726',{}
285,559,976,CHEM302,1,"Prerequisites: ANAE 533, or permission of the instructor.",'ANAE 533',{}
286,47,71,AGRI402,1,Prerequisites: LSCI 423 and permission of the instructor,'LSCI 423',{}
287,2729,4686,URBP622D2,1,Prerequisite: OBGY 206D1,'OBGY 206D1',{}
288,2016,3534,MUGS701D2,1,Prerequisite: MUEN 477D1,'MUEN 477D1',{}
289,2684,4633,SOCI601,1,Prerequisite: ONCO 324,'ONCO 324',{}
290,1065,1858,EDFE254D2,1,Prerequisite: FIGN 485D1,'FIGN 485D1',{}
291,8,33,ACCT696,1,Prerequisites: (CEC2 365 OR CEC2 512 OR Instructor's approval) AND (MATH 365 OR MATH 140 OR Instructor's approval),"['&', ['|', 'CEC2 365', 'CEC2 512'], ['|', 'MATH 365', 'MATH 140']]",{}
292,1348,2314,FACC352,1,Prerequisite: BIOS 152,'BIOS 152',{}
293,760,1357,CSPN544,1,Prerequisite: IDFC 299,'IDFC 299',{}
294,14,40,AECH111,1,Prerequisite(s): PARA 381 or PRV2 381,"['|', 'PARA 381', 'PRV2 381']",{}
295,1680,2937,ISLA525,1,Prerequisite: CPL2 740 or placement test or permission of the instructor.,'CPL2 740',{}
296,2182,3765,MUTH529,1,Prerequisite: NRSC 412 (or equivalent).,'NRSC 412',{}
297,12,38,AEBI425,2,"Corequisite(s): CIAM 230, CIAM 128 and CIAM 263.","['&', 'CIAM 230', 'CIAM 128', 'CIAM 263']",{}
298,1032,1803,EDEC276,1,Prerequisite: FINE 796,'FINE 796',{}
299,2731,4689,URBP629,1,Prerequisite: INTG 293 or permission of instructor.,'INTG 293',{}
300,140,363,BIOL303,1,Prerequisites: EPIB 402 or EPIB 583; EPIB 122 or EPIB 133 plus either EPIB 348 or WOOD624/BIOT624,"['&', ['|', 'EPIB 402', 'EPIB 583'], ['|', 'EPIB 122', 'EPIB 133'], ['|', 'EPIB 348', 'WOOD 624', 'BIOT 624']]",{}
301,1401,3244,MECH463D2,1,"Prerequisites: LIBA 220D1, (INFS 257 or FMT4 257) and LIBA 583.","['&', 'LIBA 220D1', ['|', 'INFS 257', 'FMT4 257'], 'LIBA 583']",{}
302,87,251,ATOC219,1,"Prerequisites: MUSP 346 and MUSP 303, and one of CATH 107 or CATH 794 or CATH 256, or a FIGNP DEC in Science, or permission of instructor.","['&', 'MUSP 346', 'MUSP 303', ['|', 'CATH 107', 'CATH 794', 'CATH 256']]",{}
303,2414,4178,PHYS102,2,Corequisite: EXSU 768 or higher level calculus course.,'EXSU 768',{}
304,1104,2584,HISP357,1,"Prerequisites: Successful completion of one of the Survey of Literature courses (ISLA 462, ISLA 740, ISLA 761, ISLA 189), or permission of the instructor.","['|', 'ISLA 462', 'ISLA 740', 'ISLA 761', 'ISLA 189']",{}
305,2445,4231,PHYS469,1,Prerequisite: MATH 304 or permission of the instructor,'MATH 304',{}
306,855,1461,DENT584J3,1,Prerequisite: EPIB 574J2,'EPIB 574J2',{}
307,1882,3310,MGPO432,1,Prerequisite: MATH 568,'MATH 568',{}
308,1422,3279,MECH572,1,Prerequisites (Undergraduate): EDFE 363 and BIOS 167 / BIOS 570 or permission of instructor,"['&', 'EDFE 363', ['|', 'BIOS 167', 'BIOS 570']]",{}
309,600,1051,CIAM525,1,Prerequisite: HIST 115,'HIST 115',{}
310,1362,3172,MATH555,1,Prerequisite (Undergraduate): ANTH 180 and ANTH 784 or equivalent,"['&', 'ANTH 180', 'ANTH 784']",{}
311,1430,2439,FSCI397,1,"Prerequisite: Successful completion of FAES 569 and a ISLA of at least 3.0, or permission of the instructor.",'FAES 569',{}
312,79,189,ARCH377,1,Prerequisites: POTH 648 and POTH 702,"['&', 'POTH 648', 'POTH 702']",{}
313,1325,2290,EXSU502,1,Prerequisite: PHYS 375 and written approval from student Supervisor submitted to the course coordinator,'PHYS 375',{}
314,2239,3884,NUR2519,2,Corequisite: CATH 417,'CATH 417',{}
315,2763,4731,WRIT452D2,1,Prerequisite:  MUSP 479D1,'MUSP 479D1',{}
316,444,1025,CHEM575,1,Prerequisites: ENVB 405 and ENVB 498/ENVB 770 (formerly ENVB 315).,"['&', 'ENVB 405', ['|', 'ENVB 498', 'ENVB 770']]",{}
317,2079,3634,MUJZ161,1,"Prerequisite: PHAR 798. Open to non-jazz majors, space permitting, but not for elective credit in B.Mus. or Artist Diploma programs ",'PHAR 798',{}
318,42,112,ANSC433,1,Prerequisites: AFRI 164 or AFRI 594 or permission of instructor,"['|', 'AFRI 164', 'AFRI 594']",{}
319,304,555,BUSA672J2,1,Prerequisite: ATOC 609J1,'ATOC 609J1',{}
320,1836,3226,MECH314,1,Prerequisite: CENG 624.,'CENG 624',{}
321,2049,3596,MUIN274,1,Prerequisite: EDPH 415,'EDPH 415',{}
322,1012,1773,ECSE686N2,1,Prerequisite: BASC 422D1,'BASC 422D1',{}
323,1443,2481,GEOG490D2,1,Prerequisite: MUMT 615D1,'MUMT 615D1',{}
324,992,1721,ECSE526,1,Prerequisite: MDPH 428,'MDPH 428',{}
325,67,149,ANTH428,1,Prerequisites: RETL 533 OR RETL 741 OR RETL 356 OR RETL 368 OR permission of the instructor.,"['|', 'RETL 533', 'RETL 741', 'RETL 356', 'RETL 368']",{}
326,2360,4084,PHAR590,1,"Prerequisites: MGCR 204, or permission of the instructor.",'MGCR 204',{}
327,1451,3370,MIME452,1,"Prerequisites MUSR 148, MUSR726, MUSR 595, MUSR 284, CINC 228, HSSM 313","['&', 'MUSR 148', 'MUSR 726', 'MUSR 595', 'MUSR 284', 'CINC 228', 'HSSM 313']",{}
328,2266,3928,NUR2671,1,Prerequisite: NUTR 386,'NUTR 386',{}
329,1301,2251,EPSC480D2,1,Prerequisite: DENT 577D1,'DENT 577D1',{}
330,415,735,CEEN212,1,Prerequisite: FILM 495 or Entrance Placement Test or Permission of the Director,'FILM 495',{}
331,1102,2582,HISP355,1,"Prerequisites: Successful completion of one of the Survey of Literature courses (MGCR 625, MGCR 777, MGCR 201, MGCR 345), or permission of the instructor.","['|', 'MGCR 625', 'MGCR 777', 'MGCR 201', 'MGCR 345']",{}
332,2734,4692,URBP708D1,1,Prerequisite(s): FIGE 284,'FIGE 284',{}
333,2342,4052,ORGB423,1,Prerequisite: CPD2 573 ,'CPD2 573',{}
334,1687,2947,ISLA621D2,1,Prerequisite: CCCS 499D1,'CCCS 499D1',{}
335,2424,4190,PHYS241,1,Prerequisite: CMISP physics or CEGL 195.,'CEGL 195',{}
336,292,532,BUSA433,2,Corequisite: CHSS 781,'CHSS 781',{}
337,1881,3309,MGPO383,1,Prerequisites: MUIT 580,'MUIT 580',{}
338,1100,2580,HISP347,1,"Prerequisites: Successful completion of one of the Survey of Literature courses (REDM 740, REDM 528, REDM 318, REDM 464), or permission of the instructor","['|', 'REDM 740', 'REDM 528', 'REDM 318', 'REDM 464']",{}
339,20,65,AGEC442,1,Prerequisites: BASC 642 or BASC 573 or equivalent ,"['|', 'BASC 642', 'BASC 573']",{}
340,2574,4469,PSYT502,1,Prerequisites: EDUM 492 or equivalent as authorized by instructor ,'EDUM 492',{}
341,420,987,CHEM392,1,Prerequisite/corequisites: EPIB 384 and EPIB 603. Advanced laboratory for Chemistry Honours and Majors students.,"['&', 'EPIB 384', 'EPIB 603']",{}
342,266,598,CAFT606,1,Prerequisite(s):OPTH 468 or equivalent with permission of instructor.                       OPTH 508 or equivalent with permission of instructor.                        OPTH 527 or equivalent with permission of instructor.,"['&', 'OPTH 468', 'OPTH 508', 'OPTH 527']",{}
343,994,2418,FRSL209,1,"Prerequisites: French placement test or instructor's recommendation or EPIB 147, EPIB 767.","['&', 'EPIB 147', 'EPIB 767']",{}
344,192,310,BIEN462,1,Prerequisite(s): MUGS 683 or permission of instructor.,'MUGS 683',{}
345,432,1005,CHEM505,1,"Prerequisite(s): PPHS 777 or equivalent and PPHS 546 or CMIS 530 or equivalent, and BIOL 105 or BIOL 324 or equivalent.","['&', 'PPHS 777', ['|', 'PPHS 546', 'CMIS 530'], ['|', 'BIOL 105', 'BIOL 324']]",{}
346,55,133,ANTH338,1,"Prerequisite: CHSS 689, or CHSS 782, or CHSS 371, or CHSS 342, or CHSS 684, or permission of the instructor.","['|', 'CHSS 689', 'CHSS 782', 'CHSS 371', 'CHSS 342', 'CHSS 684']",{}
347,1094,2574,HISP328,1,"Prerequisite: Successful completion of any Survey of Literature (INTG 671, INTG 506, INTG 145, INTG 251) or permission of the instructor","['|', 'INTG 671', 'INTG 506', 'INTG 145', 'INTG 251']",{}
348,1368,3181,MATH566,1,"Prerequisites: MHEC 301 (or MHEC 173), MHEC 310.","['&', ['|', 'MHEC 301', 'MHEC 173'], 'MHEC 310']",{}
349,2427,4193,PHYS251,2,Corequisite: AEHM 701,'AEHM 701',{}
350,1344,2309,FACC205,1,Prerequisites: ARCH 510 and permission of Faculty.,'ARCH 510',{}
351,638,1111,CLAS312,1,Prerequisite: CEFN 128 or permission of the instructor.,'CEFN 128',{}
352,2638,4573,RUSS401,1,Prerequisite: BIOE 267 or equivalent ,'BIOE 267',{}
353,2308,4010,NUTR653,1,Prerequisite: EDES 777,'EDES 777',{}
354,43,117,ANSC555,1,Prerequisites: PROC 561 or IMED 561 or MURG 545 or Permission of Instructor,"['|', 'PROC 561', 'IMED 561', 'MURG 545']",{}
355,74,162,ANTH520,1,"Prerequisites: NUR1 268, NUR1 531 or NUR1 259, or permission of the instructor.","['|', 'NUR1 268', 'NUR1 531', 'NUR1 259']",{}
356,275,512,BREE672D2,1,Prerequisite: HISP 166D1,'HISP 166D1',{}
357,501,877,CFRN106,1,Prerequisite: RADD 396 or Entrance Placement Test or Permission of the Director,'RADD 396',{}
358,705,1209,COMP361D2,1,Prerequisite: MGCR 266D1,'MGCR 266D1',{}
359,2237,3879,NUR2514,1,Prerequisite(s): EAST 766,'EAST 766',{}
360,66,147,ANTH422,1,"Prerequisites: QLSC 275, or QLSC 295, or LEEL 403, or permission of the instructor.","['|', 'QLSC 275', 'QLSC 295', 'LEEL 403']",{}
361,535,932,CHEE510,1,Prerequisite(s): FIGI 402,'FIGI 402',{}
362,171,279,ATOC693N2,1,Prerequisite: MUHL 436N1,'MUHL 436N1',{}
363,1103,2583,HISP356,1,"Prerequisite: Successful completion of any Survey of Literature (BREE 116, BREE 722, BREE 279, BREE 739) or permission of the instructor.  Note: Course taught in Spanish.","['|', 'BREE 116', 'BREE 722', 'BREE 279', 'BREE 739']",{}
364,495,864,CFIN525,1,Prerequisite: NSCI 692,'NSCI 692',{}
365,102,180,ANTH792N2,1,Prerequisite: CIVE 238N1,'CIVE 238N1',{}
366,825,1425,DENT423D2,1,Prerequisite: CGMG 744D1,'CGMG 744D1',{}
367,248,548,BUSA651,1,"Prerequisite: MBA Core (PRV5 575, PRV5 545, PRV5 449, PRV5 451, and PRV5 155) or (PRV5 189, PRV5 627, PRV5 649, PRV5 381, PRV5 236, PRV5 734, PRV5 174, PRV5 779, PRV5 739, PRV5 176, PRV5 379, PRV5 662).","['|', ['&', 'PRV5 575', 'PRV5 545', 'PRV5 449', 'PRV5 451', 'PRV5 155'], ['&', 'PRV5 189', 'PRV5 627', 'PRV5 649', 'PRV5 381', 'PRV5 236', 'PRV5 734', 'PRV5 174', 'PRV5 779', 'PRV5 739', 'PRV5 176', 'PRV5 379', 'PRV5 662']]",{}
368,453,1060,CIVE210,1,Prerequisite: CEFN 330 (formerly CEFN 318),'CEFN 330',{}
369,26,81,ANAT321,1,"Prerequisites: CACF/EDSL 277 or EDPI 693; and one of FILM 238, CFIN 748 or MUGT 284; or permission of instructor","['&', ['|', 'CACF 277', 'EDSL 277', 'EDPI 693'], ['|', 'FILM 238', 'CFIN 748', 'MUGT 284']]",{}
370,2552,4444,PSYC690J3,1,Prerequisite: CCOM 601J2,'CCOM 601J2',{}
371,836,1440,DENT526D1,1,Prerequisite(s): CCTX 503,'CCTX 503',{}
372,994,1723,ECSE532,1,Prerequisite: EDLE 468,'EDLE 468',{}
373,148,372,BIOL311,1,"Prerequisites: MUMT 224 or MUMT 210; MUMT 719, ARTH 178, and MUMT 347 or MUMT 147.","['&', ['|', 'MUMT 224', 'MUMT 210'], 'MUMT 719', 'ARTH 178', ['|', 'MUMT 347', 'MUMT 147']]",{}
374,788,1388,DENT311J3,1,Prerequisite: ELEC 410J2,'ELEC 410J2',{}
0,1487,2612,HIST315,1,Prerequisite: COMS 555 recommended.,'COMS 555',{}
1,1542,2747,HIST592D2,1,Prerequisite: AEMA 289D1,'AEMA 289D1',{}
2,1068,1868,EDFE256D2,1,Prerequisite: MUHL 162D1,'MUHL 162D1',{}
3,1647,2880,INSY463,2,Corequisite: ARCH 589,'ARCH 589',{}
4,1344,3147,MATH458,1,"Prerequisites: OTOL 770 or OTOL 548, and OTOL 116 or OTOL 334 or OTOL 748","['&', ['|', 'OTOL 770', 'OTOL 548'], ['|', 'OTOL 116', 'OTOL 334', 'OTOL 748']]",{}
5,280,657,CCFA655,1,Prerequisites: MUPG 506 or CMIS 724 or exemption by examination.,"['|', 'MUPG 506', 'CMIS 724']",{}
6,25,78,ANAT262,2,Corequisites: AECH 164 or PLNT 164 or PUB2 501,"['|', 'AECH 164', 'PLNT 164', 'PUB2 501']",{}
7,2378,4119,PHGY520,1,Prerequisite: CPDV 321 ,'CPDV 321',{}
8,1163,2018,EDPE695D2,1,Prerequisite: ENVB 319D1,'ENVB 319D1',{}
9,1611,2833,INFS620,1,Prerequisite(s): SENT 601,'SENT 601',{}
10,1793,4252,PLNT430,1,"Prerequisite(s): EDEE 727, and one of CCMA 742, CCMA 334, CCMA 342, or CCMA 690 or permission from the instructor.","['&', 'EDEE 727', ['|', 'CCMA 742', 'CCMA 334', 'CCMA 342', 'CCMA 690']]",{}
11,1012,2444,GEOG303,1,"Prerequisite: One of the following: CMPL 480; FMTP 480, FMTP 409, FMTP 472, FMTP 114, FMTP 127; or permission of the instructor.","['|', 'CMPL 480','FMTP 480', 'FMTP 409', 'FMTP 472','FMTP 114','FMTP 127']",{}
12,22,67,AGEC491,1,Prerequisites: CPAG 713 or equivalent and CPAG 614 or permission of the instructor,"['&', 'CPAG 713', 'CPAG 614']",{}
13,24,76,ANAT214,1,"Prerequisites: EDPI 795 (or AFRIP equivalent), MUPP 374 and MUPP 384","['&', 'EDPI 795', 'MUPP 374', 'MUPP 384']",{}
14,557,967,CHEM244,1,Prerequisite: FIGN 647 or equivalent ,'FIGN 647',{}
15,1009,2441,GEOG291,1,"Prerequisites: TRNS 306 and one of: TRNS 612, TRNS 411, TRNS 474, TRNS 368, TRNS 467","['&', 'TRNS 306', ['|', 'TRNS 612', 'TRNS 411', 'TRNS 474', 'TRNS 368', 'TRNS 467']]",{}
16,2060,3607,MUIN380,1,Prerequisite: ENVR 516,'ENVR 516',{}
17,1727,3009,JWST368,1,Prerequisite: MURG 146 or permission of instructor,'MURG 146',{}
18,2032,3567,MUHL388,1,Prerequisites: EDEE 430,'EDEE 430',{}
19,1341,3140,MATH437,1,"Prerequisite(s): MUPD 520 or MUPD 758, and MUPD 403 or MUPD 330, and UQAC 275 or UQAC 274 or UQAC 257 or equivalent.","['&', ['|', 'MUPD 520', 'MUPD 758'], ['|', 'MUPD 403', 'MUPD 330'], ['|', 'UQAC 275', 'UQAC 274', 'UQAC 257']]",{}
20,81,150,ANTH432,1,Prerequisites: CHSS 158,'CHSS 158',{}
21,207,453,BIOL597,1,"Prerequisites: FACC 137 or equivalent, and permission of instructor; FACC 372 recommended",'FACC 137',{}
22,2211,3821,NUR1225,1,Prerequisite(s): MGMT 175,'MGMT 175',{}
23,1961,3429,MIME710D2,1,Prerequisite: PHTH 261D1,'PHTH 261D1',{}
24,18,52,AEPH115,1,Prerequisites: CANS 552 or CANS 126 or CCFC 703or CCFC 540 or equivalent.,"['|', 'CANS 552', 'CANS 126', 'CCFC 703', 'CCFC 540']",{}
25,168,396,BIOL414,1,"Prerequisites: EDPE 607 or permission of instructor, EDFC 757 or equivalent (any coding experience or permission of the instructor).","['&', 'EDPE 607', 'EDFC 757']",{}
26,32,49,AEPH113,2,Corequisite: CPD2 795 or equivalent.,'CPD2 795',{}
27,899,1509,EAST498N2,1,Prerequisite: MRKT 681N1,'MRKT 681N1',{}
28,644,1117,CLAS332,1,Prerequisite(s): ARTH 200 or similar course or permission of instructor.,'ARTH 200',{}
29,10,36,AEBI421,2,"Corequisite(s): COMP 319, COMP 286, COMP 678","['&', 'COMP 319', 'COMP 286', 'COMP 678']",{}
30,741,1741,ECSE554,1,"Prerequisites: FIGE 374, MUSR 465, FIGE 744, and (FIGE 644 or MUSR 495) or equivalents.","['&', 'FIGE 374', 'MUSR 465', 'FIGE 744', ['|', 'FIGE 644', 'MUSR 495']]",{}
31,993,1722,ECSE527,1,Prerequisite: SURG 695,'SURG 695',{}
32,228,402,BIOL429,1,Prerequisite: WMST 560 or equivalent.,'WMST 560',{}
33,675,1165,CMS2533D2,1,Prerequisite: FIGA 345D1,'FIGA 345D1',{}
34,2419,4183,PHYS131,2,Corequisite: JWST 340 or higher level calculus course.,'JWST 340',{}
35,1348,3153,MATH478,1,Prerequisites: EDPH 613 or EDPH 173 or EDPH 339; EDPH 213 or EDPH 583 or ENGL 124 or AEHM 662; or permission of the instructor,"['&', ['|', 'EDPH 613', 'EDPH 173', 'EDPH 339'], ['|', 'EDPH 213', 'EDPH 583', 'ENGL 124', 'AEHM 662']]",{}
36,2530,4402,PSYC488D2,1,Prerequisite: ENVR 227D1.,'ENVR 227D1',{}
