index,course,req_type,requisite,object_tree,json_tree
942,"CHEE584",2,"Corequisite: CHEE 315 or MIME 356 or equivalent.","[]","{}"
943,"CHEE587",1,"Prerequisites: CHEE 310, CHEE 315, and CHEE 380, or equivalent courses, or instructor permission.","[]","{}"
955,"CHEM203",1,"Prerequisites: CHEM 110 and CHEM 120 or equivalent.","[]","{}"
956,"CHEM204",1,"Prerequisites: CHEM 110 and CHEM 120 or equivalent and one full course in calculus","[]","{}"
961,"CHEM213",1,"Prerequisites: CHEM 110, CHEM 120 or equivalent, PHYS 102 or PHYS 142, or permission of the instructor.","[]","{}"
963,"CHEM214",1,"Prerequisites: CHEM 204 or CHEM 223/CHEM 243.","[]","{}"
964,"CHEM219",1,"Prerequisites: CHEM 110 and CHEM 120, and one of MATH 139 or MATH 140 or MATH 150, or a CEGEP DEC in Science, or permission of instructor.","[]","{}"
968,"CHEM253",1,"Prerequisite: CHEM 110, CHEM 120 or equivalent.","[]","{}"
970,"CHEM267",1,"Prerequisite(s): CHEM 110 and CHEM 120, or equivalent","[]","{}"
971,"CHEM273",1,"Prerequisites: CHEM 213 and MATH 222","[]","{}"
972,"CHEM281",1,"Prerequisites: CHEM 110 and CHEM 120 or equivalent.","[]","{}"
973,"CHEM287",1,"Prerequisites: CHEM 110 and CHEM 120, or CHEM 115, or equivalent.","[]","{}"
974,"CHEM287",2,"Corequisite: Students in CHEM 287 are required to take the laboratory, CHEM 297, either simultaneously with CHEM 287 or in the term following CHEM 287.","[]","{}"
975,"CHEM297",1,"Prerequisites: CHEM 110 and CHEM 120, or CHEM 115, or equivalent.","[]","{}"
977,"CHEM332",1,"Prerequisite(s): CHEM 222 and CHEM 273.","[]","{}"
979,"CHEM334",1,"Prerequisites: CHEM 110/CHEM 120 and PHYS101/PHYS 102 or PHYS 131/PHYS 142, or CEGEP Physics and Chemistry, or equivalent. Prerequisite or Corequisite: one of CHEM 203, CHEM 204, CHEM 213 and CHEM 273, or equivalent; or one of PHYS 230 and PHYS 232, or equivalent; or permission of the instructor.","[]","{}"
980,"CHEM345",1,"Prerequisites: CHEM 213 and CHEM 273, and PHYS 142, or permission of instructor.","[]","{}"
981,"CHEM355",1,"Prerequisite: CHEM 345, PHYS 242, or permission of instructor","[]","{}"
987,"CHEM392",1,"Prerequisite/corequisites: CHEM 381 and CHEM 302. Advanced laboratory for Chemistry Honours and Majors students.","[]","{}"
988,"CHEM392D1",1,"Prerequisite/corequisites: CHEM 381 and CHEM 302. Advanced laboratory for Chemistry Honours and Majors students.","[]","{}"
990,"CHEM400",1,"Prerequisites: CHEM 243, CHEM 222, CHEM 287, CHEM 281, plus at least one course in Chemistry at 300 level or higher.","[]","{}"
991,"CHEM429",1,"Prerequisites: CHEM 212; CHEM 223 and CHEM 243; or CHEM 213 and CHEM 273; or CHEM 204 or CHEM 203; or permission of instructor","[]","{}"
992,"CHEM434",1,"Prerequisites: One of CHEM 203, CHEM 204, or CHEM 223 or equivalent, and one of CHEM 214 or 243 or equivalent, and CHEM 381 or equivalent, or permission of instructor.","[]","{}"
993,"CHEM462",1,"Prerequisites: CHEM 302 and CHEM 381","[]","{}"
995,"CHEM480",1,"Prerequisite: CHEM 396 or CHEM 470. Registration by Departmental permission only.","[]","{}"
996,"CHEM480D1",1,"Prerequisite(s): CHEM 396 or CHEM 470. Registration by Departmental permission only.","[]","{}"
997,"CHEM480D2",1,"Prerequisite: CHEM 396 or CHEM 470 and CHEM 480D1. Registration by Departmental permission only.","[]","{}"
999,"CHEM493",1,"Prerequisite(s): CHEM 273 and CHEM 345 or permission of the instructor.","[]","{}"
1001,"CHEM493D1",1,"Prerequisite(s): CHEM 273 and CHEM 345 or permission of the instructor.","[]","{}"
1004,"CHEM503",1,"Prerequisite(s): CHEM 302 and one of BIOL 200 or CHEM 332, or permission of instructor.","[]","{}"
1005,"CHEM505",1,"Prerequisite(s): CHEM 345 or equivalent and CHEM 365 or PHYS 329 or equivalent, and COMP 202 or COMP 208 or equivalent.","[]","{}"
1006,"CHEM512",1,"Prerequisites: CHEM 381, CHEM 302, CHEM 243","[]","{}"
1007,"CHEM514",1,"Prerequisite: CHEM 203 or CHEM 204 or CHEM 223 and CHEM 243, or permission of instructor.","[]","{}"
1008,"CHEM516",1,"Prerequisite(s): CHEM 302 and (CHEM 214 or higher, or CHEM 281), or permission of instructor.","[]","{}"
1009,"CHEM519",1,"Prerequisites: CHEM 213, CHEM 273, MATH 222, MATH 315 or equivalents, or permission of the instructor.","[]","{}"
1010,"CHEM520",1,"Prerequisites: BIOL 200 and CHEM 345 and CHEM 302, or permission of instructor","[]","{}"
1015,"CHEM534",1,"Prerequisites: CHEM 434 or PHYS 334 or permission of instructor","[]","{}"
1016,"CHEM534",2,"Corequisites: one of CHEM 345, PHYS 357, or PHYS 346 or permission of instructor","[]","{}"
1017,"CHEM540",1,"Prerequisite: CHEM 222 (or equivalent) and BIOL 200 or CHEM 332","[]","{}"
1018,"CHEM542",1,"Prerequisites: CHEM 302 CHEM 332 or BIOL 200 BIOL 201 or permission of the instructor.","[]","{}"
1021,"CHEM556",1,"Prerequisites: CHEM 345 and PHYS 242","[]","{}"
1024,"CHEM574",1,"Prerequisite(s): Prerequisites: CHEM 223 and CHEM 243 or CHEM 213 and CHEM 273, or CHEM 233 (for engineering students only), or permission of the instructor.","[]","{}"
1025,"CHEM575",1,"Prerequisites: CHEM 273 and CHEM 223/CHEM 243 (formerly CHEM 213).","[]","{}"
1026,"CHEM577",1,"Prerequisite(s): CHEM 243 or CHEM 203/CHEM 204, CHEM 367 and CHEM 377","[]","{}"
1027,"CHEM582",1,"Prerequisites: CHEM 222, CHEM 381","[]","{}"
1028,"CHEM585",1,"Prerequisites: CHEM 345, MATH 233 and MATH 315, PHYS 241 and PHYS 242. Students who haven't taken CHEM 223 and CHEM 243 must have taken CHEM 273 or permission of instructor.","[]","{}"
1030,"CHEM593",1,"Prerequisite: CHEM 345. Recommended: CHEM 365","[]","{}"
1042,"CHLC580",1,"Prerequisites: CACC 520, CMS2 533, CPL2 532 and (CGM2 510 or CHLC 590 or CORG 556 or CPL2 510 or CORG 553)","[]","{}"
1053,"CIAM540",1,"Prerequisites: CIAM 510, CIAM 520, CIAM 521, CIAM 522, CIAM 523, CIAM 524, CIAM 525, CIAM 526 AND CPL2 532","[]","{}"
1054,"CINC200",1,"Prerequisite(s): CEEN 331, CEEN 332; or a high intermediate level of English on the unit's Entrance Placement Test (EPT); or permission of the Director.","[]","{}"
1057,"CIVE207",1,"Prerequisites: CIVE 205 (a D grade is acceptable for prerequisite purposes) or MECH 210 (under special circumstances, the Department may permit this course to be taken as a corequisite) or equivalent","[]","{}"
1060,"CIVE210",1,"Prerequisite: MECH 289 (formerly MECH 290)","[]","{}"
1063,"CIVE281",2,"Corequisites: MATH 262, MATH 263.","[]","{}"
1064,"CIVE302",1,"Prerequisites: MATH 262, COMP 208 (a D grade is acceptable for prerequisite purposes)","[]","{}"
1066,"CIVE317",1,"Prerequisites: CIVE 202, CIVE 207 and MECH 289 (formerly MECH 290).","[]","{}"
1068,"CIVE319",1,"Prerequisites: CIVE 208 and COMP 208.","[]","{}"
1070,"CIVE320",1,"Prerequisites: COMP 208, MATH 264.","[]","{}"
1072,"CIVE324",1,"Prerequisites: CIVE 208 and FACC 300.","[]","{}"
1073,"CIVE327",1,"Prerequisites: CIVE 206, MATH 264.","[]","{}"
1080,"CIVE430",1,"Prerequisites: CIVE 225 and CIVE 327 ","[]","{}"
1081,"CIVE432",1,"Prerequisite: CCOM 206 or WCOM 206","[]","{}"
1083,"CIVE446",1,"Prerequisites: CIVE 208 and FACC 300","[]","{}"
1084,"CIVE460",1,"Prerequisites: CIVE 206 and CIVE 317 ","[]","{}"
1088,"CIVE520",1,"Prerequisites: CIVE 311 and  CIVE 323; Graduate students: Permission of instructor.","[]","{}"
1089,"CIVE521",1,"Prerequisite(s): CHEE 315 or CIVE 225 or MIME 356 or equivalent; CHEE 310 or CIVE 430 or CHEM 233 or equivalent; or permission of instructor.","[]","{}"
1090,"CIVE527",1,"Prerequisite (Undergraduate): CIVE 202 and CIVE 318","[]","{}"
1098,"CIVE573",1,"Prerequisites: CIVE 323 and CIVE 327 ","[]","{}"
1108,"CLAS303",1,"Prerequisite(s): CLAS 203 or HIST 205 or permission of instructor.","[]","{}"
1109,"CLAS304",1,"Prerequisite(s): HIST 205 or HIST 231 or permission of instructor.","[]","{}"
1110,"CLAS310",1,"Prerequisite: CLAS 210 or CLAS 212 or permission of instructor.","[]","{}"
1118,"CLAS336",1,"Prerequisite: CLAS 220 or CLAS 335 or HIST 349 or permission of instructor","[]","{}"
1119,"CLAS348",1,"Prerequisite(s): HIST 205 or CLAS 240 or permission of instructor","[]","{}"
1120,"CLAS402",1,"Prerequisite(s): HIST 205 or HIST 231 or permission of the instructor.","[]","{}"
1131,"CMIS520",1,"Prerequisites: MGCR 211, CMIS 541 or MGCR 331","[]","{}"
1139,"CMPL657",1,"Prerequisite: CMPL 655 and/or CMPL 656 and/or permission of Associate Dean (Graduate Studies).","[]","{}"
1140,"CMR2543",1,"Prerequisite: CMR2 542 and CMR2 548.","[]","{}"
1141,"CMR2556",1,"Prerequisites: CMR2 542 and CMR2 548","[]","{}"
1142,"CMR2564",1,"Prerequisites: CMR2 542 and CMR2 548","[]","{}"
1143,"CMR2566",1,"Prerequisites: (CMR2 542 or CMR2 642) and CMR2 548 or CMR2 648 or CMS2 521 or CMS2 621.","[]","{}"
1144,"CMR2570",1,"Prerequisites: CMIS 542, CMR2 542, 543,548, 549, 556, 564,566 and CPL2 510.","[]","{}"
1145,"CMR2573",1,"Prerequisites: CMIS 543, CMIS 544 and CMIS 549","[]","{}"
1149,"CMRK320",1,"Prerequisites: CMRK 200 and CMRK 225.","[]","{}"
1150,"CMRK321",1,"Prerequisites: CMRK 200 and CMRK 225.","[]","{}"
1151,"CMRK322",1,"Prerequisites: CMRK 200 and CMRK 225.","[]","{}"
1152,"CMRK325",1,"Prerequisites: CMRK 200 and CMRK 225.","[]","{}"
1153,"CMRK430",1,"Prerequisites: CMRK 200, CMRK 225, CMRK 235, CMRK 320, CMRK 321, CMRK 322, CMRK 325, CPRL 221 and (CMRK 230 or CGMG 318)","[]","{}"
1159,"CMS2525",1,"Prerequisites: CMS2 505 and CMS2 515","[]","{}"
1168,"CMS2540",1,"Prerequisite: CMS2 500 and CMS2 532.","[]","{}"
1169,"CMS2550",1,"Prerequisites: CMS2 524 and CMS2 540","[]","{}"
1189,"COMP206",1,"Prerequisite: COMP 202 or COMP 250","[]","{}"
1190,"COMP208",2,"Corequisite: MATH 133 and MATH 141, or equivalents.","[]","{}"
1191,"COMP251",1,"Prerequisites: COMP 250; MATH 235 or MATH 240","[]","{}"
1192,"COMP252",1,"Prerequisite: COMP 250 and either MATH 235 or MATH 240","[]","{}"
1194,"COMP302",1,"Prerequisite(s): COMP 250 and (MATH 240 or MATH 235 or MATH 318 or COMP 230 or PHIL 210)","[]","{}"
1195,"COMP303",1,"Prerequisites: COMP 206, COMP 250.","[]","{}"
1201,"COMP321",2,"Corequisites: COMP 251 or COMP 252","[]","{}"
1202,"COMP322",1,"Prerequisite(s): COMP 250 and (COMP 206 or COMP 208)","[]","{}"
1204,"COMP345",1,"Prerequisites: COMP 250, and MATH 240; or permission of the instructor.","[]","{}"
1205,"COMP350",1,"Prerequisites: MATH 222 and MATH 223 and one of: COMP 202, COMP 208, COMP 250; or equivalents.","[]","{}"
1206,"COMP360",1,"Prerequisite: Either COMP 251 or COMP 252, and either MATH 240 or MATH 235 or MATH 363.","[]","{}"
1207,"COMP361D1",1,"Prerequisites: COMP 206, COMP 250","[]","{}"
1212,"COMP370",1,"Prerequisites: COMP 206 and COMP 250","[]","{}"
1213,"COMP401",1,"Prerequisites: COMP 251 and 9 credits of BIOL courses, BIOL 301 recommended.","[]","{}"
1215,"COMP409",1,"Prerequisites: COMP 251, COMP 302, and COMP 310 or ECSE 427 ","[]","{}"
1216,"COMP417",1,"Prerequisites: COMP 251, MATH 223 and (ECSE 321 or COMP 206).","[]","{}"
1217,"COMP421",1,"Prerequisites: COMP 206, COMP 251, COMP 302 ","[]","{}"
1218,"COMP424",1,"Prerequisites: (COMP 206 or ECSE 321), MATH 323 or equivalent and COMP 251.","[]","{}"
1219,"COMP445",1,"Prerequisite(s): COMP 250 and MATH 240, or permission of instructor.","[]","{}"
1220,"COMP451",1,"Prerequisite: COMP 251, MATH 222, MATH 223, and MATH 323.","[]","{}"
1221,"COMP462",1,"Prerequisites: COMP 251, and MATH 323 or MATH 203 or BIOL 309","[]","{}"
1222,"COMP511",1,"Prerequisites: COMP 251 or equivalent, MATH 223","[]","{}"
1223,"COMP512",1,"Prerequisites: COMP 310, COMP 251 or equivalent.","[]","{}"
1224,"COMP513",1,"Prerequisites: COMP 310 or ECSE 427","[]","{}"
1225,"COMP514",1,"Prerequisites: MATH 223, MATH 323, COMP 206, and COMP 250, or equivalents.","[]","{}"
1226,"COMP520",1,"Prerequisites: COMP 273 and COMP 302 ","[]","{}"
1227,"COMP521",1,"Prerequisite: COMP 251, MATH 223 and (COMP 303 or COMP 361).","[]","{}"
1228,"COMP523",1,"Prerequisites: COMP 302, COMP 330.","[]","{}"
1229,"COMP525",1,"Prerequisites: COMP 251 and COMP 330.","[]","{}"
1233,"COMP532",1,"Prerequisites: MATH 240, COMP 330 or COMP 360","[]","{}"
1234,"COMP533",1,"Prerequisite: ECSE 321 or COMP 303 or COMP 361","[]","{}"
1235,"COMP535",1,"Prerequisite: COMP 310 or ECSE 427","[]","{}"
1236,"COMP540",1,"Prerequisite: MATH 327 or COMP 350 ","[]","{}"
1237,"COMP545",1,"Prerequisites (COMP 345 or LING 345) and (COMP 445 or LING 445) or COMP 550 or COMP 551 (or equivalent).","[]","{}"
1238,"COMP547",1,"Prerequisites: COMP 360 or COMP 362, MATH 323.","[]","{}"
1239,"COMP549",1,"Prerequisites: MATH 222, MATH 223, and MATH 323; or equivalents.","[]","{}"
1240,"COMP550",1,"Prerequisite(s): MATH 323 or ECSE 305, COMP 251 or COMP 252","[]","{}"
1241,"COMP551",1,"Prerequisite(s): MATH 323 or ECSE 205, COMP 202, MATH 133, MATH 222 (or their equivalents).","[]","{}"
1242,"COMP552",1,"Prerequisite: Math 350 or COMP 362 (or equivalent).","[]","{}"
1243,"COMP553",1,"Prerequisite: COMP 362 or MATH 350 or MATH 454 or MATH 487, or instructor permission","[]","{}"
1244,"COMP554",1,"Prerequisites: COMP 362 or MATH 350 or permission of instructor. Strong background in algorithms and/or mathematics.","[]","{}"
1246,"COMP557",1,"Prerequisite: MATH 222, MATH 223, COMP 250, COMP 206","[]","{}"
1247,"COMP558",1,"Prerequisites: COMP 251, MATH 222, MATH 223","[]","{}"
1248,"COMP559",1,"Prerequisite(s): MATH 222, MATH 223, COMP 206, COMP 250","[]","{}"
1249,"COMP561",1,"Prerequisites: COMP 251, and MATH 323 or MATH 203 or BIOL 309","[]","{}"
1250,"COMP562",1,"Prerequisites: MATH 462 or COMP 451 or (COMP 551, MATH 222, MATH 223 and MATH 324) or ECSE 551.","[]","{}"
1252,"COMP564",2,"Corequisite(s): COMP 462 or COMP 561","[]","{}"
1253,"COMP565",1,"Prerequisites: (BIOL 202 or BIOL 302) and MATH 324 and (COMP 451 or COMP 551), or equivalents.","[]","{}"
1254,"COMP566",1,"Prerequisites: COMP 360 and MATH 223","[]","{}"
1255,"COMP567",1,"Prerequisites: COMP 566 or MATH 417 ","[]","{}"
1256,"COMP579",1,"Prerequisite: A university level course in machine learning such as COMP 451 or COMP 551. Background in calculus, linear algebra, probability at the level of MATH 222, MATH 223, MATH 323, respectively.","[]","{}"
1257,"COMP585",1,"Prerequisites: COMP 303, COMP 424 or COMP 551","[]","{}"
1258,"COMP588",1,"Prerequisites: COMP 251, MATH 323, MATH 324; or equivalents.","[]","{}"
1261,"COMP614",1,"Prerequisites: COMP 421 and one of COMP 435 or COMP 535 or COMP 512, or equivalent.","[]","{}"
1264,"COMP621",1,"Prerequisite: COMP 251 or equivalent, COMP 302 or equivalent, COMP 520 is useful but not strictly necessary ","[]","{}"
1265,"COMP642",1,"Prerequisites: MATH 323, MATH 324 and COMP 350","[]","{}"
1268,"COMP652",1,"Prerequisites: COMP 424, COMP 526 or ECSE 526, COMP 360, MATH 323 or ECSE 305.","[]","{}"
1269,"COMP654",1,"Prerequisites: MATH 222, MATH 223, COMP 360, COMP 451 or COMP551, or equivalents.","[]","{}"
1274,"COMS300",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1275,"COMS301J1",1,"Prerequisite(s): COMS 210 or COMS 230","[]","{}"
1276,"COMS301J2",1,"Prerequisite(s): COMS 310J1 and COMS 210 or COMS 230","[]","{}"
1277,"COMS301J3",1,"Prerequisite(s): COMS 310J2 and COMS 210 or COMS 230","[]","{}"
1278,"COMS310",1,"Prerequisite: One of the following: COMS 200, COMS 210, COMS 230, SDST 250, GSFS 200, PHIL 242 or permission of the instructor.","[]","{}"
1279,"COMS320",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1280,"COMS330",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1281,"COMS340",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1282,"COMS350",1,"Prerequisite: One of the following: COMS 200, COMS 210, COMS 230 or permission of the instructor.","[]","{}"
1283,"COMS354",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1284,"COMS355",1,"Prerequisites: Successful completion of COMS 210, COMS 200, or COMS 230.","[]","{}"
1286,"COMS361",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1287,"COMS362",1,"Prerequisite: One of the following: COMS 200, COMS 210, or COMS 230 or permission of the instructor.","[]","{}"
1289,"COMS410",1,"Prerequisites: One of the following 200-level courses: COMS 200, COMS 210, COMS 230 AND one of the following 300-level courses: COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362, COMS 365 or permission of the instructor.","[]","{}"
1290,"COMS425",1,"Prerequisites: One of the following 200-level courses: COMS 200, COMS 210, COMS 230 AND one of the following 300-level courses: COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362, COMS 365 or permission of the instructor.","[]","{}"
1291,"COMS435",1,"Prerequisites: Successful completion of COMS 200, COMS 210 or COMS 230.","[]","{}"
1292,"COMS490",1,"Prerequisites: One of the following 200-level courses: COMS 200, COMS 210, COMS 230 AND one of the following 300-level courses: COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362 or permission of the instructor.","[]","{}"
1293,"COMS491",1,"Prerequisites: One of the following 200-level courses: COMS 200, COMS 210, COMS 230 AND one of the following 300-level courses: COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362 or permission of the instructor.","[]","{}"
1294,"COMS492",1,"Prerequisites: One of the following 200-level courses: COMS 200, COMS 210, COMS 230 AND one of the following 300-level courses: COMS 300, COMS 310, COMS 320, COMS 330, COMS 340, COMS 350, COMS 354, COMS 361, COMS 362 or permission of the instructor.","[]","{}"
1297,"CORG415",1,"Prerequisite(s): MGCR 222 or CORG 225","[]","{}"
1298,"CORG416",1,"Prerequisite: MGCR 222 or CORG 225","[]","{}"
1299,"CORG420",1,"Prerequisites: MGCR 222 or CORG 225","[]","{}"
1300,"CORG440",1,"Prerequisite: CORG 420 or ORGB 423","[]","{}"
1301,"CORG445",1,"Prerequisite: CORG 420 or ORGB 423","[]","{}"
1302,"CORG470",1,"Prerequisite(s): (MGCR 222 or CORG 225) and (CORG 420 or ORGB 423)","[]","{}"
1314,"CPDV400",1,"Prerequisites: CFIN 300 and CMSC 221 and MGCR 341","[]","{}"
1320,"CPL2553",1,"Prerequisites: CACC 520 and CMR2 542 ","[]","{}"
1326,"CPRL224",1,"Prerequisites: CPRL 214 and CPRL 223","[]","{}"
1327,"CPRL225",2,"Corequisites: CPRL 214 and CPRL 223","[]","{}"
1328,"CPRL226",1,"Prerequisites: CPRL 214 and CPRL 223.","[]","{}"
1329,"CPRL227",2,"Corequisites: CPRL 214 and CPRL 223","[]","{}"
1330,"CPRL321",1,"Prerequisites: EDEC 207 or CCOM 207 or CPRL 214; CPRL 223.","[]","{}"
1331,"CPRL322",1,"Prerequisites: CPRL 224 and CPRL 225 and [CPRL 226 or CPRL 227] and CPRL 320 and CPRL 321; or contact department for registration approval","[]","{}"
1333,"CPRL530",2,"Corequisites: CPRL 510 and CPRL 520","[]","{}"
1334,"CPRL531",2,"Corequisites: CPRL 510 and CPRL 520","[]","{}"
1335,"CPRL533",1,"Prerequisites: CPRL 510 and CPRL 520","[]","{}"
1336,"CPRL534",1,"Prerequisites: CPRL 510 and CPRL 520","[]","{}"
1338,"CPRL540",1,"Prerequisites: CPRL 530 and CPRL 535","[]","{}"
1339,"CPRL541",2,"Corequisites: CPRL 510 and CPRL 520","[]","{}"
1340,"CPRL590",1,"Prerequisites: CPRL 530 AND CPRL 531","[]","{}"
1341,"CPRL620",2,"Corequisites: CPRL 510 or CPRL 610","[]","{}"
1342,"CPRL630",2,"Corequisites: (CPRL 510 or CPRL 610) and (CPRL 520 or CPRL 620)","[]","{}"
1343,"CPRL631",2,"Corequisites: (CPRL 510 or CPRL 610) and (CPRL 520 or CPRL 620)","[]","{}"
1344,"CPRL636",2,"Corequisites: CPRL 533 or CPRL 633","[]","{}"
1345,"CPRL644",2,"Corequisites: (CPRL 510 and CPRL 520) or (CPRL 610 and CPRL 620)","[]","{}"
1346,"CPRL691",2,"Corequisites: CPRL 633 and CPRL 636","[]","{}"
1354,"CSNM650",2,"Corequisite: CSNM 615 and CSNM 635","[]","{}"
1359,"CTPT310",1,"Prerequisites: CMSC 000, CTPT 202","[]","{}"
1362,"CTPT430",1,"Prerequisites: CTPT 200, (CTPT 201 and CTPT 202) or (CTPT 206 and CTPT 208)","[]","{}"
1381,"DENT306D2",1,"Prerequisite(s): DENT 206 and DENT 306D1","[]","{}"
1432,"DENT521D2",1,"Prerequisite(s): DENT 520 and DENT 521D1.","[]","{}"
1434,"DENT522D2",1,"Prerequisite(s): DENT 521 and DENT 522D1","[]","{}"
1436,"DENT523D2",1,"Prerequisite(s): DENT 522 and DENT 523D1.","[]","{}"
1438,"DENT524D2",1,"Prerequisite(s): DENT 520 and DENT 524D1.","[]","{}"
1441,"DENT526D2",1,"Prerequisite(s): DENT 525 and DENT 526D1","[]","{}"
1444,"DENT528D2",1,"Prerequisite(s): DENT 527 and DENT 528D1","[]","{}"
1462,"DENT585J1",1,"Prerequisite: DENT 583 or DENT 583J1/J2/J3","[]","{}"
1496,"EAST390",1,"Prerequisite: EAST 211 or HIST 208 or HIST 218 or permission of the instructor.","[]","{}"
1502,"EAST454",1,"Prerequisites: EAST 353, a 300-level film studies course, or permission of the instructor.","[]","{}"
1504,"EAST468",1,"Prerequisite(s): EAST 211, EAST 212, EAST 213, or equivalent.","[]","{}"
1510,"EAST525",1,"Prerequisite(s): At least one EAST 400- or 500-level seminar course, or permission of the instructor.","[]","{}"
1516,"EAST535",1,"Prerequisite: EAST 430D1 and EAST 430D2 or equivalent or permission of instructor.","[]","{}"
1525,"EAST560",1,"Prerequisites: EAST 454; EAST 464 or EAST 467.","[]","{}"
1532,"ECON221",2,"Corequisites: ECON 208 and ECON 209 or ECON 230D1/D2 or ECON 250D1/D2.","[]","{}"
1536,"ECON250D1",1,"Prerequisites: MATH 140 and MATH 141 or equivalent","[]","{}"
1538,"ECON257D1",2,"Corequisites: MATH 141 and MATH 133 and ECON 250","[]","{}"
1541,"ECON302",1,"Prerequisites: ECON 208 and ECON 209","[]","{}"
1542,"ECON303",1,"Prerequisites: ECON 208 and ECON 209 or those listed under Prerequisites above.","[]","{}"
1543,"ECON304",1,"Prerequisites: ECON 208 and ECON 209","[]","{}"
1544,"ECON305",1,"Prerequisites: ECON 208 and ECON 209.","[]","{}"
1545,"ECON306",1,"Prerequisites: ECON 208 and ECON 209, or ECON 230D1/D2, or ECON 250D1/D2","[]","{}"
1546,"ECON308",1,"Prerequisites: ECON 208 and ECON 209.","[]","{}"
1548,"ECON313",1,"Prerequisite: ECON 208 and either ECON 209 or one development course.","[]","{}"
1550,"ECON316",1,"Prerequisites: ECON 208 and ECON 209 or those listed under Prerequisites above ","[]","{}"
1552,"ECON319",1,"Prerequisite(s): ECON 208 and ECON 209","[]","{}"
1553,"ECON326",1,"Prerequisites: ECON 208 and ECON 209 or consent of instructor ","[]","{}"
1554,"ECON330D1",1,"Prerequisite: ECON 230 or ECON 250. If a student has already taken 154-200 or 154-203 and 154-204 or ECON 208 and ECON 209, it may be concurrently taken with ECON 230 with the permission of the instructor","[]","{}"
1556,"ECON332",1,"Prerequisites: ECON 230D1/2 or ECON 250D1/2.","[]","{}"
1558,"ECON334",1,"Prerequisites: ECON 208 and ECON 209 or those listed under Prerequisites above ","[]","{}"
1559,"ECON335",1,"Prerequisites: ECON 208 and ECON 209 or those listed under Prerequisites above ","[]","{}"
1560,"ECON336",1,"Prerequisites: ECON 208 and ECON 209 (or ECON 230D1/D2 or 250D1/D2).","[]","{}"
1561,"ECON337",1,"Prerequisite: a grade of 65% or better in ECON 227 or ECON 257 or an equivalent qualification in statistics. Familiarity with matrix algebra is highly recommended.","[]","{}"
1563,"ECON347",1,"Prerequisites: ECON 208 and ECON 209 or those listed under Prerequisites above ","[]","{}"
1564,"ECON348",1,"Prerequisites: ECON 230D1, ECON 230D2, ECON 227D1, ECON 227D2 or equivalent, or permission of the instructor.","[]","{}"
1566,"ECON352D1",1,"Prerequisite: ECON 250D1/ECON 250D2","[]","{}"
1570,"ECON353",1,"Prerequisites: ECON 250D1/ECON 250D2","[]","{}"
1574,"ECON405",1,"Prerequisite: ECON 230 or ECON 250 ","[]","{}"
1575,"ECON406",1,"Prerequisites: ECON 230 or ECON 250 and one of ECON 227, ECON 257 ","[]","{}"
1576,"ECON408",1,"Prerequisite: ECON 230D1/D2 or 250D1/D2 or permission of the instructor.","[]","{}"
1578,"ECON411",1,"Prerequisites: ECON 230 or ECON 250 and one semester of economic development ","[]","{}"
1579,"ECON416",1,"Prerequisite(s): ECON 230 or ECON 250 and ECON 227D1/D2 or equivalent, or permission of the instructor.","[]","{}"
1580,"ECON420",1,"Prerequisite: ECON 230 or ECON 250 ","[]","{}"
1581,"ECON423",1,"Prerequisite: ECON 230D1/D2 or ECON 250D1/D2","[]","{}"
1582,"ECON424",1,"Prerequisite: ECON 230D1/D2 or ECON 250D1/D2","[]","{}"
1583,"ECON424",2,"Corequisite: ECON 330D1 or ECON 352D1","[]","{}"
1584,"ECON426",1,"Prerequisite: ECON 230D1/D2 or ECON 250D1/D2 or ECON 306D1/D2.","[]","{}"
1585,"ECON430",1,"Prerequisites: ECON 230D1/D2 or ECON 250D1/D2; ECON 227D1/D2 or ECON 257D1/D2 or equivalent; MATH 122 or MATH 139 or MATH 140 or MATH 150 or permission of instructor.","[]","{}"
1586,"ECON434",1,"Prerequisite: ECON 230 or ECON 250.","[]","{}"
1587,"ECON434",2,"Corequisite: ECON 330 or ECON 352","[]","{}"
1588,"ECON437",1,"Prerequisite(s): ECON 337, ECON 338","[]","{}"
1589,"ECON440",1,"Prerequisites: ECON 208 and ECON 227 or comparable courses or consent of the instructor ","[]","{}"
1590,"ECON447",1,"Prerequisite: ECON 230 or ECON 250 ","[]","{}"
